;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
662;"LipinskiFilter;TiceHerbicidesFilter";78.4605;-11.3905;85.4825
792;"TiceHerbicidesFilter;ZINCBasicFilter";78.4605;-11.4665;85.3856
642;"LINTFilter;RuleOfVeberFilter";78.4605;-11.5829;85.2373
720;"NIHFilter;TiceHerbicidesFilter";78.4605;-11.5873;85.2316
565;"GlaxoFilter;RuleOfVeberFilter";78.4605;-11.6119;85.2003
648;"LINTFilter;ZINCBasicFilter";78.4605;-11.6164;85.1946
742;"PAINSFilter;TiceHerbicidesFilter";78.4605;-11.8222;84.9323
702;"NIBRFilter;REOSFilter";78.4605;-11.9027;84.8297
693;"MolecularWeightFilter;TiceHerbicidesFilter";78.4605;-12.0258;84.6728
758;"REOSFilter;RuleOfXuFilter";78.4605;-12.037;84.6586
737;"PAINSFilter;REOSFilter";78.4605;-12.3143;84.3051
423;"BeyondRo5Filter;TiceHerbicidesFilter";78.4605;-12.3166;84.3022
760;"REOSFilter;TiceHerbicidesFilter";78.4605;-12.4195;84.1711
763;"REOSFilter;ZINCBasicFilter";78.4605;-12.4463;84.1368
571;"GlaxoFilter;ZINCBasicFilter";78.4605;-12.5246;84.0371
788;"SureChEMBLFilter;ZINCBasicFilter";78.4605;-12.6588;83.866
707;"NIBRFilter;TiceHerbicidesFilter";78.4605;-12.802;83.6835
513;"FAF4LeadlikeFilter;MLSMRFilter";78.4605;-12.8333;83.6436
445;"BMSFilter;REOSFilter";78.4605;-13.0257;83.3984
757;"REOSFilter;RuleOfVeberFilter";78.4605;-13.1644;83.2217
657;"LipinskiFilter;REOSFilter";78.4605;-13.2091;83.1646
688;"MolecularWeightFilter;REOSFilter";78.4605;-13.236;83.1304
554;"GlaxoFilter;LINTFilter";78.4605;-13.3031;83.0449
418;"BeyondRo5Filter;REOSFilter";78.4605;-13.3389;82.9993
661;"LipinskiFilter;SureChEMBLFilter";78.4605;-13.4149;82.9024
715;"NIHFilter;REOSFilter";78.4605;-13.491;82.8054
623;"InpharmaticaFilter;RuleOfFourFilter";78.4605;-13.5693;82.7056
509;"FAF4LeadlikeFilter;HaoFilter";78.4605;-14.0077;82.1468
645;"LINTFilter;TiceHerbicidesFilter";78.4605;-14.1464;81.9701
476;"BrenkFilter;TiceHerbicidesFilter";78.4605;-14.1464;81.9701
405;"BeyondRo5Filter;GlaxoFilter";78.4605;-14.3522;81.7078
535;"GhoseFilter;MLSMRFilter";78.4605;-14.5356;81.474
670;"MLSMRFilter;OpreaFilter";78.4605;-14.6385;81.3428
600;"HaoFilter;OpreaFilter";78.4605;-14.6676;81.3058
570;"GlaxoFilter;ValenceDiscoveryFilter";78.4605;-14.6698;81.3029
432;"BMSFilter;GlaxoFilter";78.4605;-14.6922;81.2744
759;"REOSFilter;SureChEMBLFilter";78.4605;-14.7034;81.2602
615;"InpharmaticaFilter;MLSMRFilter";78.4605;-14.7325;81.2231
680;"MLSMRFilter;ValenceDiscoveryFilter";78.4605;-14.7861;81.1547
787;"SureChEMBLFilter;ValenceDiscoveryFilter";78.4605;-14.8756;81.0406
508;"FAF4LeadlikeFilter;GSKFilter";78.4605;-14.8823;81.0321
751;"PfizerFilter;TiceHerbicidesFilter";78.4605;-15.0054;80.8753
786;"SureChEMBLFilter;TiceInsecticidesFilter";78.4605;-15.1195;80.7299
569;"GlaxoFilter;TiceInsecticidesFilter";78.4605;-15.1776;80.6557
558;"GlaxoFilter;NIBRFilter";78.4605;-15.2;80.6272
682;"MLSMRFilter;ZINCDruglikeFilter";78.4605;-15.2156;80.6073
