;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
410;"BeyondRo5Filter;LipinskiFilter";78.4605;-1.4451;98.1582
474;"BrenkFilter;RuleOfXuFilter";78.4605;-1.5457;98.0299
448;"BMSFilter;RuleOfXuFilter";78.4605;-1.7224;97.8047
718;"NIHFilter;RuleOfXuFilter";78.4605;-1.7627;97.7534
408;"BeyondRo5Filter;InpharmaticaFilter";78.4605;-1.8947;97.5852
618;"InpharmaticaFilter;NIHFilter";78.4605;-1.9842;97.4711
462;"BrenkFilter;LINTFilter";78.4605;-2.049;97.3885
435;"BMSFilter;InpharmaticaFilter";78.4605;-2.0535;97.3828
705;"NIBRFilter;RuleOfXuFilter";78.4605;-2.3264;97.0349
776;"RuleOfVeberFilter;ValenceDiscoveryFilter";78.4605;-2.4383;96.8924
413;"BeyondRo5Filter;NIBRFilter";78.4605;-2.4539;96.8724
691;"MolecularWeightFilter;RuleOfXuFilter";78.4605;-2.4741;96.8468
687;"MolecularWeightFilter;PfizerFilter";78.4605;-2.5255;96.7812
660;"LipinskiFilter;RuleOfXuFilter";78.4605;-2.5725;96.7213
473;"BrenkFilter;RuleOfVeberFilter";78.4605;-2.6038;96.6814
736;"PAINSFilter;PfizerFilter";78.4605;-2.6441;96.6301
614;"InpharmaticaFilter;LipinskiFilter";78.4605;-2.6463;96.6272
625;"InpharmaticaFilter;RuleOfXuFilter";78.4605;-2.7268;96.5246
426;"BeyondRo5Filter;ZINCBasicFilter";78.4605;-2.9371;96.2566
740;"PAINSFilter;RuleOfXuFilter";78.4605;-2.9908;96.1882
709;"NIBRFilter;ValenceDiscoveryFilter";78.4605;-3.0445;96.1197
658;"LipinskiFilter;RuleOfFourFilter";78.4605;-3.1161;96.0285
696;"MolecularWeightFilter;ZINCBasicFilter";78.4605;-3.1339;96.0057
634;"LINTFilter;MolecularWeightFilter";78.4605;-3.1339;96.0057
652;"LipinskiFilter;NIBRFilter";78.4605;-3.1384;96.0
749;"PfizerFilter;RuleOfXuFilter";78.4605;-3.1496;95.9857
470;"BrenkFilter;PfizerFilter";78.4605;-3.1608;95.9715
617;"InpharmaticaFilter;NIBRFilter";78.4605;-3.1675;95.9629
420;"BeyondRo5Filter;RuleOfVeberFilter";78.4605;-3.2391;95.8717
797;"ValenceDiscoveryFilter;ZINCBasicFilter";78.4605;-3.2972;95.7976
421;"BeyondRo5Filter;RuleOfXuFilter";78.4605;-3.3644;95.712
638;"LINTFilter;PAINSFilter";78.4605;-3.4695;95.578
453;"BMSFilter;ZINCBasicFilter";78.4605;-3.4829;95.5609
636;"LINTFilter;NIHFilter";78.4605;-3.4851;95.5581
717;"NIHFilter;RuleOfVeberFilter";78.4605;-3.512;95.5239
447;"BMSFilter;RuleOfVeberFilter";78.4605;-3.5321;95.4982
739;"PAINSFilter;RuleOfVeberFilter";78.4605;-3.5612;95.4612
744;"PAINSFilter;ValenceDiscoveryFilter";78.4605;-3.5679;95.4526
745;"PAINSFilter;ZINCBasicFilter";78.4605;-3.5791;95.4383
659;"LipinskiFilter;RuleOfVeberFilter";78.4605;-3.5858;95.4298
630;"InpharmaticaFilter;ZINCBasicFilter";78.4605;-3.5903;95.4241
690;"MolecularWeightFilter;RuleOfVeberFilter";78.4605;-3.6194;95.387
436;"BMSFilter;LINTFilter";78.4605;-3.6507;95.3471
723;"NIHFilter;ZINCBasicFilter";78.4605;-3.7446;95.2274
722;"NIHFilter;ValenceDiscoveryFilter";78.4605;-3.975;94.9337
444;"BMSFilter;PfizerFilter";78.4605;-4.0645;94.8197
704;"NIBRFilter;RuleOfVeberFilter";78.4605;-4.0802;94.7997
621;"InpharmaticaFilter;PfizerFilter";78.4605;-4.1137;94.7569
624;"InpharmaticaFilter;RuleOfVeberFilter";78.4605;-4.1339;94.7313
409;"BeyondRo5Filter;LINTFilter";78.4605;-4.1495;94.7113
613;"InpharmaticaFilter;LINTFilter";78.4605;-4.2256;94.6144
714;"NIHFilter;PfizerFilter";78.4605;-4.3016;94.5175
753;"PfizerFilter;ValenceDiscoveryFilter";78.4605;-4.3151;94.5004
452;"BMSFilter;ValenceDiscoveryFilter";78.4605;-4.3307;94.4804
656;"LipinskiFilter;PfizerFilter";78.4605;-4.3978;94.3949
695;"MolecularWeightFilter;ValenceDiscoveryFilter";78.4605;-4.4739;94.2979
