;Dataset;Model;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
1615;esol;Gradient Boosting Regressor;LipinskiFilter, RuleOfTwoFilter;1.3318;2.7893;209.43391293866696
1595;esol;Gradient Boosting Regressor;LINTFilter, RuleOfThreeFilter;1.0127;2.1228;209.61165404496887
708;esol;MLP;LINTFilter, TiceHerbicidesFilter;1.1034;2.3145;209.75178919697694
855;esol;MLP;RuleOfThreeFilter, ZINCBasicFilter;0.8796;1.8478;210.0651864922182
262;esol;SVM;LINTFilter, TiceHerbicidesFilter;0.9778;2.0583;210.5080574471736
1765;esol;Gradient Boosting Regressor;RuleOfXuFilter, TiceInsecticidesFilter;0.9169;1.9301;210.50925654075567
1455;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, LINTFilter;0.9453;1.9927;210.80157213914154
495;esol;MLP;BMSFilter, RuleOfThreeFilter;0.9063;1.9115;210.91434421664607
787;esol;MLP;NIHFilter, RuleOfThreeFilter;0.9063;1.9115;210.91434421664607
794;esol;MLP;NIHFilter, ValenceDiscoveryFilter;0.9773;2.0624;211.0430020963216
502;esol;MLP;BMSFilter, ValenceDiscoveryFilter;0.9773;2.0624;211.0430020963216
1596;esol;Gradient Boosting Regressor;LINTFilter, RuleOfTwoFilter;1.2243;2.5886;211.44139760976896
1297;esol;SGD;RuleOfThreeFilter, SureChEMBLFilter;2609770737027.6377;5519845077252.739;211.50689594824294
1457;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, MLSMRFilter;0.8822;1.8726;212.26680589677179
1769;esol;Gradient Boosting Regressor;SureChEMBLFilter, TiceHerbicidesFilter;0.9682;2.0572;212.47914800235552
1531;esol;Gradient Boosting Regressor;GSKFilter, OpreaFilter;0.946;2.0116;212.6356335273508
100;esol;SVM;FAF4DruglikeFilter, PfizerFilter;1.0075;2.1428;212.69121374200108
141;esol;SVM;GhoseFilter, LINTFilter;0.9345;1.9901;212.96364268151837
565;esol;MLP;FAF4LeadlikeFilter, MLSMRFilter;0.9461;2.019;213.39770802838495
1540;esol;Gradient Boosting Regressor;GSKFilter, TiceHerbicidesFilter;0.9421;2.0134;213.7140010509627
506;esol;MLP;BrenkFilter, FAF4LeadlikeFilter;1.039;2.2221;213.85560367484356
1636;esol;Gradient Boosting Regressor;MLSMRFilter, TiceHerbicidesFilter;0.9648;2.0642;213.95673730888092
1294;esol;SGD;RuleOfThreeFilter, RuleOfTwoFilter;1892170875027.856;4050283366622.872;214.0548414562847
126;esol;SVM;FAF4LeadlikeFilter, REOSFilter;0.9107;1.9501;214.1253807573845
203;esol;SVM;GSKFilter, TiceInsecticidesFilter;0.8636;1.8495;214.16021200679185
186;esol;SVM;GSKFilter, InpharmaticaFilter;0.9329;2.0013;214.5180951495786
1524;esol;Gradient Boosting Regressor;GSKFilter, InpharmaticaFilter;0.983;2.1126;214.92894988272047
848;esol;MLP;RuleOfThreeFilter, RuleOfTwoFilter;1.0715;2.304;215.02611666498072
1476;esol;Gradient Boosting Regressor;GhoseFilter, GSKFilter;0.9691;2.0854;215.1812373115764
61;esol;SVM;BrenkFilter, GhoseFilter;0.8595;1.8498;215.21201832846367
1430;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, LINTFilter;0.8551;1.8405;215.22424934686632
1776;esol;Gradient Boosting Regressor;TiceHerbicidesFilter, ZINCBasicFilter;0.9703;2.089;215.29602254081817
1538;esol;Gradient Boosting Regressor;GSKFilter, RuleOfXuFilter;0.9255;1.9941;215.46196009532704
1337;esol;SGD;ZINCBasicFilter, ZINCDruglikeFilter;1445083343391.2786;3115809051257.4897;215.6144879467922
756;esol;MLP;MolecularWeightFilter, RuleOfThreeFilter;0.8721;1.8832;215.94539687578958
643;esol;MLP;GSKFilter, RuleOfThreeFilter;0.8721;1.8832;215.94539687578958
466;esol;MLP;BeyondRo5Filter, RuleOfThreeFilter;0.8721;1.8832;215.94539687578958
849;esol;MLP;RuleOfThreeFilter, RuleOfVeberFilter;0.8721;1.8832;215.94539687578958
722;esol;MLP;LipinskiFilter, RuleOfThreeFilter;0.8721;1.8832;215.94539687578958
621;esol;MLP;GlaxoFilter, RuleOfThreeFilter;0.8597;1.858;216.11968477159897
1731;esol;Gradient Boosting Regressor;REOSFilter, TiceInsecticidesFilter;0.9461;2.0466;216.31811340688532
567;esol;MLP;FAF4LeadlikeFilter, NIBRFilter;0.8384;1.8152;216.5110764206329
1427;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, GSKFilter;1.0423;2.2626;217.0811859043318
1470;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, TiceHerbicidesFilter;0.9355;2.0334;217.37437843388457
1631;esol;Gradient Boosting Regressor;MLSMRFilter, RuleOfThreeFilter;0.9931;2.1601;217.51865525305453
1691;esol;Gradient Boosting Regressor;OpreaFilter, REOSFilter;0.9271;2.0171;217.57246166243235
1465;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, RuleOfThreeFilter;0.9851;2.144;217.64629890608984
385;esol;SVM;PfizerFilter, ValenceDiscoveryFilter;0.9439;2.055;217.71042486998618
807;esol;MLP;OpreaFilter, ValenceDiscoveryFilter;0.9664;2.1102;218.3573992980588
116;esol;SVM;FAF4LeadlikeFilter, InpharmaticaFilter;0.8496;1.8555;218.40673612172304
1758;esol;Gradient Boosting Regressor;RuleOfVeberFilter, TiceHerbicidesFilter;0.9549;2.0912;218.9997746439455
1637;esol;Gradient Boosting Regressor;MLSMRFilter, TiceInsecticidesFilter;0.8463;1.8543;219.11985369620828
60;esol;SVM;BrenkFilter, FAF4LeadlikeFilter;0.9009;1.9755;219.26879935711702
1751;esol;Gradient Boosting Regressor;RuleOfTwoFilter, SureChEMBLFilter;1.1643;2.5547;219.42101077311102
569;esol;MLP;FAF4LeadlikeFilter, OpreaFilter;1.0072;2.2141;219.82937716013905
12;esol;SVM;BeyondRo5Filter, MolecularWeightFilter;1.2063;2.6529;219.925022257456
1747;esol;Gradient Boosting Regressor;RuleOfThreeFilter, ZINCBasicFilter;1.0246;2.2581;220.39704038780715
1466;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, RuleOfTwoFilter;1.1636;2.5673;220.62972869011782
1725;esol;Gradient Boosting Regressor;PfizerFilter, ZINCDruglikeFilter;0.9908;2.186;220.63985825790175
1451;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, GlaxoFilter;0.8552;1.8897;220.95840925717073
1461;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, OpreaFilter;0.9201;2.0376;221.4575116807527
813;esol;MLP;PAINSFilter, RuleOfThreeFilter;0.8487;1.8828;221.83416197192938
1710;esol;Gradient Boosting Regressor;PAINSFilter, TiceHerbicidesFilter;0.9481;2.1034;221.84585133671425
1680;esol;Gradient Boosting Regressor;NIHFilter, RuleOfTwoFilter;1.1884;2.6368;221.86607534662684
112;esol;SVM;FAF4LeadlikeFilter, GhoseFilter;0.8926;1.9809;221.92485320468566
1719;esol;Gradient Boosting Regressor;PfizerFilter, RuleOfXuFilter;1.0586;2.3502;221.99818566415973
568;esol;MLP;FAF4LeadlikeFilter, NIHFilter;0.8424;1.8713;222.13127418219733
478;esol;MLP;BMSFilter, FAF4LeadlikeFilter;0.8424;1.8713;222.13127418219733
138;esol;SVM;GhoseFilter, GSKFilter;0.8685;1.9308;222.31837444739205
664;esol;MLP;HaoFilter, RuleOfThreeFilter;0.8464;1.8851;222.72264342451197
598;esol;MLP;GhoseFilter, RuleOfTwoFilter;1.262;2.8135;222.9369041764449
1679;esol;Gradient Boosting Regressor;NIHFilter, RuleOfThreeFilter;0.9765;2.1865;223.9074582828481
856;esol;MLP;RuleOfThreeFilter, ZINCDruglikeFilter;0.9286;2.0805;224.03826699485535
642;esol;MLP;GSKFilter, REOSFilter;0.944;2.1152;224.06671905781127
133;esol;SVM;FAF4LeadlikeFilter, TiceInsecticidesFilter;0.8564;1.9219;224.4025477289098
772;esol;MLP;NIBRFilter, RuleOfThreeFilter;0.8384;1.8816;224.41637154758797
1387;esol;Gradient Boosting Regressor;BMSFilter, RuleOfThreeFilter;0.9774;2.194;224.4671142688552
1513;esol;Gradient Boosting Regressor;GlaxoFilter, RuleOfThreeFilter;0.9419;2.1148;224.52274572465635
200;esol;SVM;GSKFilter, RuleOfXuFilter;0.8751;1.9683;224.9158122614076
739;esol;MLP;MLSMRFilter, RuleOfThreeFilter;0.8617;1.9393;225.04950412690485
746;esol;MLP;MLSMRFilter, ValenceDiscoveryFilter;0.9745;2.1938;225.12653636051218
1665;esol;Gradient Boosting Regressor;NIBRFilter, RuleOfTwoFilter;1.2149;2.7354;225.15517601728027
1748;esol;Gradient Boosting Regressor;RuleOfThreeFilter, ZINCDruglikeFilter;1.016;2.2875;225.15891119410333
1415;esol;Gradient Boosting Regressor;BrenkFilter, RuleOfTwoFilter;1.1527;2.5986;225.446809320845
392;esol;SVM;REOSFilter, TiceHerbicidesFilter;0.8652;1.9512;225.5288413516673
381;esol;SVM;PfizerFilter, RuleOfXuFilter;0.8867;2.0059;226.23338622033495
414;esol;SVM;RuleOfTwoFilter, TiceHerbicidesFilter;1.0637;2.4083;226.4050247992993
577;esol;MLP;FAF4LeadlikeFilter, SureChEMBLFilter;0.8405;1.9036;226.47864631003887
1373;esol;Gradient Boosting Regressor;BMSFilter, GSKFilter;0.9537;2.1615;226.6430445065988
1487;esol;Gradient Boosting Regressor;GhoseFilter, PfizerFilter;0.957;2.1696;226.7186047308563
405;esol;SVM;RuleOfThreeFilter, SureChEMBLFilter;0.9387;2.1285;226.74206438257275
1741;esol;Gradient Boosting Regressor;RuleOfThreeFilter, RuleOfVeberFilter;1.015;2.3092;227.51848674953962
1488;esol;Gradient Boosting Regressor;GhoseFilter, REOSFilter;0.9653;2.1963;227.53010443675916
604;esol;MLP;GhoseFilter, ValenceDiscoveryFilter;0.9167;2.0879;227.7722811816338
1530;esol;Gradient Boosting Regressor;GSKFilter, NIHFilter;0.9478;2.1608;227.99078565804396
206;esol;SVM;GSKFilter, ZINCDruglikeFilter;0.9052;2.0697;228.65220269169632
1108;esol;SGD;HaoFilter, PfizerFilter;1915910515356.2073;4380823774845.9126;228.65492619478775
1441;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, RuleOfTwoFilter;1.2481;2.8561;228.84400631053649
646;esol;MLP;GSKFilter, RuleOfXuFilter;0.8825;2.0237;229.31879192135378
1632;esol;Gradient Boosting Regressor;MLSMRFilter, RuleOfTwoFilter;1.2495;2.8664;229.4124189929614
1648;esol;Gradient Boosting Regressor;MolecularWeightFilter, RuleOfThreeFilter;1.0063;2.3133;229.8939441102015
639;esol;MLP;GSKFilter, OpreaFilter;0.9696;2.2295;229.95032562129194
81;esol;SVM;BrenkFilter, TiceHerbicidesFilter;0.8811;2.03;230.40244067875645
127;esol;SVM;FAF4LeadlikeFilter, RuleOfThreeFilter;0.9065;2.0895;230.50339660797533
1535;esol;Gradient Boosting Regressor;GSKFilter, RuleOfThreeFilter;0.9942;2.2922;230.55271146295811
436;esol;SVM;TiceHerbicidesFilter, TiceInsecticidesFilter;0.837;1.932;230.81614610961037
1392;esol;Gradient Boosting Regressor;BMSFilter, TiceHerbicidesFilter;0.911;2.1112;231.73315718476425
1715;esol;Gradient Boosting Regressor;PfizerFilter, REOSFilter;0.8966;2.0785;231.8155473770843
117;esol;SVM;FAF4LeadlikeFilter, LINTFilter;0.854;1.9808;231.94530285243184
1468;esol;Gradient Boosting Regressor;FAF4LeadlikeFilter, RuleOfXuFilter;0.8585;1.9946;232.33211182805147
35;esol;SVM;BMSFilter, GSKFilter;0.8977;2.0865;232.43361702270585
192;esol;SVM;GSKFilter, NIHFilter;0.8977;2.0865;232.43361702270585
135;esol;SVM;FAF4LeadlikeFilter, ZINCBasicFilter;0.815;1.8956;232.58807582779494
1111;esol;SGD;HaoFilter, RuleOfTwoFilter;3977057295169.6025;9251181728204.08;232.6137403009066
1358;esol;Gradient Boosting Regressor;BeyondRo5Filter, RuleOfThreeFilter;0.989;2.301;232.65351114915043
156;esol;SVM;GhoseFilter, TiceHerbicidesFilter;0.8422;1.9605;232.7731476973317
439;esol;SVM;TiceHerbicidesFilter, ZINCDruglikeFilter;0.8401;1.9559;232.80534118463225
840;esol;MLP;REOSFilter, ValenceDiscoveryFilter;0.9236;2.1506;232.84896012403115
17;esol;SVM;BeyondRo5Filter, PfizerFilter;0.8924;2.0795;233.01163125731327
1614;esol;Gradient Boosting Regressor;LipinskiFilter, RuleOfThreeFilter;0.999;2.3288;233.10755384859573
1669;esol;Gradient Boosting Regressor;NIBRFilter, TiceHerbicidesFilter;0.8997;2.0981;233.18753744267832
1529;esol;Gradient Boosting Regressor;GSKFilter, NIBRFilter;0.9322;2.1782;233.65670223657494
131;esol;SVM;FAF4LeadlikeFilter, SureChEMBLFilter;0.7987;1.8667;233.7204120031735
1518;esol;Gradient Boosting Regressor;GlaxoFilter, TiceHerbicidesFilter;0.8947;2.0918;233.78896543215913
161;esol;SVM;GlaxoFilter, GSKFilter;0.9022;2.1092;233.79779368659447
402;esol;SVM;RuleOfThreeFilter, RuleOfTwoFilter;1.1354;2.6551;233.84936972968177
121;esol;SVM;FAF4LeadlikeFilter, NIBRFilter;0.8135;1.9023;233.85242577436932
1110;esol;SGD;HaoFilter, RuleOfThreeFilter;2480470212605.177;5811798612187.999;234.3022940833468
1684;esol;Gradient Boosting Regressor;NIHFilter, TiceHerbicidesFilter;0.9043;2.1205;234.49691064156474
243;esol;SVM;InpharmaticaFilter, TiceHerbicidesFilter;0.8272;1.9403;234.55502163689738
602;esol;MLP;GhoseFilter, TiceHerbicidesFilter;0.9656;2.2658;234.64980455956805
293;esol;SVM;MLSMRFilter, RuleOfThreeFilter;0.9205;2.169;235.6437890534575
1499;esol;Gradient Boosting Regressor;GlaxoFilter, GSKFilter;0.9099;2.1455;235.78938393714327
572;esol;MLP;FAF4LeadlikeFilter, REOSFilter;0.9377;2.2117;235.85689051812153
882;esol;MLP;TiceHerbicidesFilter, TiceInsecticidesFilter;0.8861;2.0933;236.2415001785794
1561;esol;Gradient Boosting Regressor;HaoFilter, TiceHerbicidesFilter;0.8621;2.0373;236.31869978706686
1556;esol;Gradient Boosting Regressor;HaoFilter, RuleOfThreeFilter;0.9601;2.2701;236.4407212249084
1664;esol;Gradient Boosting Regressor;NIBRFilter, RuleOfThreeFilter;0.9498;2.2479;236.66383569093875
669;esol;MLP;HaoFilter, TiceHerbicidesFilter;0.884;2.094;236.88239453284535
650;esol;MLP;GSKFilter, ValenceDiscoveryFilter;0.9396;2.2288;237.20853334575867
576;esol;MLP;FAF4LeadlikeFilter, RuleOfXuFilter;0.9339;2.2176;237.46169830322384
744;esol;MLP;MLSMRFilter, TiceHerbicidesFilter;1.012;2.4048;237.6257518657785
861;esol;MLP;RuleOfTwoFilter, TiceInsecticidesFilter;1.1625;2.7639;237.76441098636874
496;esol;MLP;BMSFilter, RuleOfTwoFilter;0.9867;2.3476;237.91256474766578
788;esol;MLP;NIHFilter, RuleOfTwoFilter;0.9867;2.3476;237.91256474766578
527;esol;MLP;BrenkFilter, TiceHerbicidesFilter;1.0157;2.4165;237.925763850461
113;esol;SVM;FAF4LeadlikeFilter, GlaxoFilter;0.7922;1.8853;237.9762742665223
1533;esol;Gradient Boosting Regressor;GSKFilter, PfizerFilter;1.0332;2.4602;238.12307370616338
1705;esol;Gradient Boosting Regressor;PAINSFilter, RuleOfThreeFilter;0.9683;2.3073;238.2950222720092
1740;esol;Gradient Boosting Regressor;RuleOfThreeFilter, RuleOfTwoFilter;1.1402;2.7192;238.47364357595077
1523;esol;Gradient Boosting Regressor;GSKFilter, HaoFilter;0.9423;2.2499;238.76634746683786
438;esol;SVM;TiceHerbicidesFilter, ZINCBasicFilter;0.8197;1.9597;239.07683084693602
685;esol;MLP;InpharmaticaFilter, RuleOfTwoFilter;1.0558;2.5252;239.16980697066097
1744;esol;Gradient Boosting Regressor;RuleOfThreeFilter, TiceHerbicidesFilter;0.8662;2.0716;239.17544857775974
1697;esol;Gradient Boosting Regressor;OpreaFilter, TiceHerbicidesFilter;0.863;2.0655;239.34796624017372
1438;esol;Gradient Boosting Regressor;FAF4DruglikeFilter, PfizerFilter;1.089;2.6069;239.38633547074267
54;esol;SVM;BMSFilter, TiceHerbicidesFilter;0.8182;1.9615;239.74465396379725
346;esol;SVM;NIHFilter, TiceHerbicidesFilter;0.8182;1.9615;239.74465396379725
32;esol;SVM;BMSFilter, FAF4LeadlikeFilter;0.7822;1.8771;239.98036142597402
122;esol;SVM;FAF4LeadlikeFilter, NIHFilter;0.7822;1.8771;239.98036142597402
523;esol;MLP;BrenkFilter, RuleOfTwoFilter;1.1043;2.6546;240.37606789797326
25;esol;SVM;BeyondRo5Filter, TiceHerbicidesFilter;0.8084;1.9439;240.46939685838004
420;esol;SVM;RuleOfVeberFilter, TiceHerbicidesFilter;0.8088;1.9481;240.86924195713854
281;esol;SVM;LipinskiFilter, TiceHerbicidesFilter;0.8073;1.9453;240.96938392280234
315;esol;SVM;MolecularWeightFilter, TiceHerbicidesFilter;0.8073;1.9453;240.96938392280234
1722;esol;Gradient Boosting Regressor;PfizerFilter, TiceInsecticidesFilter;0.8521;2.0538;241.02970572410914
740;esol;MLP;MLSMRFilter, RuleOfTwoFilter;1.2111;2.9206;241.15089047661579
107;esol;SVM;FAF4DruglikeFilter, TiceHerbicidesFilter;0.811;1.9568;241.27840105482647
384;esol;SVM;PfizerFilter, TiceInsecticidesFilter;0.8088;1.9544;241.64955384753753
710;esol;MLP;LINTFilter, ValenceDiscoveryFilter;0.8804;2.1295;241.86793574179936
223;esol;SVM;HaoFilter, TiceHerbicidesFilter;0.7968;1.9335;242.65210739894266
885;esol;MLP;TiceHerbicidesFilter, ZINCDruglikeFilter;0.8687;2.109;242.77626733363772
257;esol;SVM;LINTFilter, RuleOfThreeFilter;0.9091;2.2085;242.94340460755626
372;esol;SVM;PAINSFilter, TiceHerbicidesFilter;0.809;1.969;243.39140308612065
1746;esol;Gradient Boosting Regressor;RuleOfThreeFilter, ValenceDiscoveryFilter;0.857;2.0891;243.75883764671227
1750;esol;Gradient Boosting Regressor;RuleOfTwoFilter, RuleOfXuFilter;1.0634;2.5957;244.09579501975628
1661;esol;Gradient Boosting Regressor;NIBRFilter, PfizerFilter;0.9652;2.358;244.30642353881888
859;esol;MLP;RuleOfTwoFilter, SureChEMBLFilter;1.1421;2.7903;244.31847496146196
1726;esol;Gradient Boosting Regressor;REOSFilter, RuleOfThreeFilter;0.8429;2.0598;244.3752868798175
1581;esol;Gradient Boosting Regressor;InpharmaticaFilter, TiceHerbicidesFilter;0.8402;2.0552;244.60304114484873
1611;esol;Gradient Boosting Regressor;LipinskiFilter, PfizerFilter;0.9669;2.3667;244.76053804283274
193;esol;SVM;GSKFilter, OpreaFilter;0.7855;1.9287;245.54453242930055
128;esol;SVM;FAF4LeadlikeFilter, RuleOfTwoFilter;1.0196;2.505;245.68896411694553
1164;esol;SGD;LipinskiFilter, PAINSFilter;1642124213633.2266;4035481286677.4126;245.74762695623642
689;esol;MLP;InpharmaticaFilter, TiceHerbicidesFilter;0.8778;2.1574;245.78188891059276
1269;esol;SGD;PfizerFilter, REOSFilter;820990913214.2585;2020581622731.2395;246.11498010623137
1543;esol;Gradient Boosting Regressor;GSKFilter, ZINCBasicFilter;0.9643;2.3737;246.17233697097177
574;esol;MLP;FAF4LeadlikeFilter, RuleOfTwoFilter;1.1142;2.7434;246.2208567402564
622;esol;MLP;GlaxoFilter, RuleOfTwoFilter;1.0382;2.5574;246.33937809325687
1528;esol;Gradient Boosting Regressor;GSKFilter, MolecularWeightFilter;0.9469;2.3328;246.35310539816
1755;esol;Gradient Boosting Regressor;RuleOfTwoFilter, ZINCDruglikeFilter;1.1485;2.8304;246.43693801140043
1526;esol;Gradient Boosting Regressor;GSKFilter, LipinskiFilter;0.9607;2.3719;246.90301414124397
1131;esol;SGD;InpharmaticaFilter, RuleOfTwoFilter;1247511431462.5625;3081174849407.0293;246.98570062758535
704;esol;MLP;LINTFilter, RuleOfTwoFilter;1.09;2.6928;247.0320119431741
202;esol;SVM;GSKFilter, TiceHerbicidesFilter;0.7864;1.945;247.32185444214866
1752;esol;Gradient Boosting Regressor;RuleOfTwoFilter, TiceHerbicidesFilter;1.035;2.5609;247.42547794355988
1344;esol;Gradient Boosting Regressor;BeyondRo5Filter, GSKFilter;0.9416;2.3298;247.42800716327693
431;esol;SVM;SureChEMBLFilter, TiceHerbicidesFilter;0.7977;1.9748;247.56414944748846
383;esol;SVM;PfizerFilter, TiceHerbicidesFilter;0.8135;2.0159;247.79437144781338
205;esol;SVM;GSKFilter, ZINCBasicFilter;0.9083;2.2524;247.98146350900834
866;esol;MLP;RuleOfVeberFilter, TiceHerbicidesFilter;0.8283;2.0621;248.9668446348639
1305;esol;SGD;RuleOfTwoFilter, SureChEMBLFilter;2445959210092.011;6089798914480.571;248.97385407549325
818;esol;MLP;PAINSFilter, TiceHerbicidesFilter;0.8568;2.1337;249.01843009537697
1764;esol;Gradient Boosting Regressor;RuleOfXuFilter, TiceHerbicidesFilter;0.8436;2.1013;249.09944635340565
727;esol;MLP;LipinskiFilter, TiceHerbicidesFilter;0.8335;2.0788;249.3939288823433
761;esol;MLP;MolecularWeightFilter, TiceHerbicidesFilter;0.8335;2.0788;249.3939288823433
773;esol;MLP;NIBRFilter, RuleOfTwoFilter;1.0105;2.5222;249.60715652183362
102;esol;SVM;FAF4DruglikeFilter, RuleOfThreeFilter;0.8943;2.2324;249.63250675225243
132;esol;SVM;FAF4LeadlikeFilter, TiceHerbicidesFilter;0.7863;1.9641;249.80667931754348
471;esol;MLP;BeyondRo5Filter, TiceHerbicidesFilter;0.8368;2.0915;249.94620599125685
180;esol;SVM;GlaxoFilter, TiceHerbicidesFilter;0.7846;1.9624;250.13273701377003
1532;esol;Gradient Boosting Regressor;GSKFilter, PAINSFilter;0.9461;2.3712;250.61941119281514
626;esol;MLP;GlaxoFilter, TiceHerbicidesFilter;0.8591;2.1548;250.8071138803837
884;esol;MLP;TiceHerbicidesFilter, ZINCBasicFilter;0.844;2.1197;251.1451710622818
123;esol;SVM;FAF4LeadlikeFilter, OpreaFilter;0.7767;1.9539;251.572033292496
1412;esol;Gradient Boosting Regressor;BrenkFilter, PfizerFilter;0.8728;2.1981;251.85610648542345
737;esol;MLP;MLSMRFilter, PfizerFilter;1.0809;2.7228;251.89211837403985
426;esol;SVM;RuleOfXuFilter, TiceHerbicidesFilter;0.8066;2.0362;252.44932989558913
1355;esol;Gradient Boosting Regressor;BeyondRo5Filter, PfizerFilter;0.9502;2.4089;253.50335366490415
862;esol;MLP;RuleOfTwoFilter, ZINCBasicFilter;1.0324;2.6199;253.7704486990518
1554;esol;Gradient Boosting Regressor;HaoFilter, PfizerFilter;0.9408;2.4103;256.20452571298966
341;esol;SVM;NIHFilter, RuleOfThreeFilter;0.8828;2.2648;256.5484256523237
49;esol;SVM;BMSFilter, RuleOfThreeFilter;0.8828;2.2648;256.5484256523237
1721;esol;Gradient Boosting Regressor;PfizerFilter, TiceHerbicidesFilter;0.8315;2.1353;256.8120973620671
1537;esol;Gradient Boosting Regressor;GSKFilter, RuleOfVeberFilter;0.9285;2.3857;256.9530708859132
185;esol;SVM;GSKFilter, HaoFilter;0.8991;2.3117;257.0990224502155
331;esol;SVM;NIBRFilter, TiceHerbicidesFilter;0.7648;1.9703;257.61416195285165
580;esol;MLP;FAF4LeadlikeFilter, ValenceDiscoveryFilter;0.8908;2.2951;257.6419873826143
721;esol;MLP;LipinskiFilter, RuleOfFourFilter;1.1318;2.9207;258.06839255229653
847;esol;MLP;RuleOfFourFilter, ZINCDruglikeFilter;1.1318;2.9207;258.06839255229653
119;esol;SVM;FAF4LeadlikeFilter, MLSMRFilter;0.7305;1.8866;258.2716676603053
359;esol;SVM;OpreaFilter, TiceHerbicidesFilter;0.7783;2.0136;258.7392595963613
500;esol;MLP;BMSFilter, TiceHerbicidesFilter;0.82;2.1276;259.47049488900313
792;esol;MLP;NIHFilter, TiceHerbicidesFilter;0.82;2.1276;259.47049488900313
410;esol;SVM;RuleOfThreeFilter, ZINCDruglikeFilter;0.8927;2.3203;259.90520538075657
467;esol;MLP;BeyondRo5Filter, RuleOfTwoFilter;1.0133;2.6338;259.92738189316873
191;esol;SVM;GSKFilter, NIBRFilter;0.8696;2.2628;260.21770282864395
648;esol;MLP;GSKFilter, TiceHerbicidesFilter;0.7998;2.083;260.4416717963279
814;esol;MLP;PAINSFilter, RuleOfTwoFilter;1.0105;2.6353;260.7989565829447
644;esol;MLP;GSKFilter, RuleOfTwoFilter;1.0105;2.6353;260.7989565829447
857;esol;MLP;RuleOfTwoFilter, RuleOfVeberFilter;1.0105;2.6353;260.7989565829447
723;esol;MLP;LipinskiFilter, RuleOfTwoFilter;1.0105;2.6353;260.7989565829447
665;esol;MLP;HaoFilter, RuleOfTwoFilter;1.0105;2.6353;260.7989565829447
757;esol;MLP;MolecularWeightFilter, RuleOfTwoFilter;1.0105;2.6353;260.7989565829447
130;esol;SVM;FAF4LeadlikeFilter, RuleOfXuFilter;0.7439;1.9498;262.09278599861074
1745;esol;Gradient Boosting Regressor;RuleOfThreeFilter, TiceInsecticidesFilter;0.8428;2.2094;262.1553052337676
352;esol;SVM;OpreaFilter, PfizerFilter;0.7526;1.9731;262.18302542284044
6;esol;SVM;BeyondRo5Filter, GSKFilter;0.9254;2.4288;262.4658795491845
238;esol;SVM;InpharmaticaFilter, RuleOfThreeFilter;0.8449;2.2191;262.6299677796369
831;esol;MLP;PfizerFilter, ValenceDiscoveryFilter;0.991;2.6157;263.9355325853808
291;esol;SVM;MLSMRFilter, PfizerFilter;0.8878;2.3512;264.82509725936245
190;esol;SVM;GSKFilter, MolecularWeightFilter;0.9331;2.4733;265.06117383903995
549;esol;MLP;FAF4DruglikeFilter, RuleOfTwoFilter;1.0722;2.8429;265.14081999119804
877;esol;MLP;SureChEMBLFilter, TiceHerbicidesFilter;0.8148;2.1616;265.29366641334644
1083;esol;SGD;GSKFilter, NIBRFilter;2112468749546.8552;5611358217753.731;265.63035400913844
1720;esol;Gradient Boosting Regressor;PfizerFilter, SureChEMBLFilter;0.9287;2.4742;266.4211823403117
863;esol;MLP;RuleOfTwoFilter, ZINCDruglikeFilter;1.0291;2.7461;266.84294341685893
408;esol;SVM;RuleOfThreeFilter, ValenceDiscoveryFilter;0.7854;2.0971;267.00408158453587
194;esol;SVM;GSKFilter, PAINSFilter;0.9223;2.4658;267.3519559561625
1724;esol;Gradient Boosting Regressor;PfizerFilter, ZINCBasicFilter;0.8731;2.3396;267.9549977212521
149;esol;SVM;GhoseFilter, PfizerFilter;0.7588;2.0354;268.22743933251616
553;esol;MLP;FAF4DruglikeFilter, TiceHerbicidesFilter;0.7679;2.069;269.4197207655007
1742;esol;Gradient Boosting Regressor;RuleOfThreeFilter, RuleOfXuFilter;0.7942;2.1487;270.5545900824108
298;esol;SVM;MLSMRFilter, TiceHerbicidesFilter;0.7569;2.0479;270.56686187023917
860;esol;MLP;RuleOfTwoFilter, TiceHerbicidesFilter;1.0532;2.8533;270.910638188328
1718;esol;Gradient Boosting Regressor;PfizerFilter, RuleOfVeberFilter;0.8616;2.336;271.1071003059017
682;esol;MLP;InpharmaticaFilter, PfizerFilter;0.9634;2.6127;271.1887272452435
175;esol;SVM;GlaxoFilter, RuleOfThreeFilter;0.8399;2.2923;272.9102714281636
1489;esol;Gradient Boosting Regressor;GhoseFilter, RuleOfThreeFilter;0.7963;2.1767;273.35352647018726
578;esol;MLP;FAF4LeadlikeFilter, TiceHerbicidesFilter;0.7976;2.1881;274.3512371830527
