;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
93;FAF4DruglikeFilter, LINTFilter;0.8209;0.9057;110.32314562464308
161;GhoseFilter, ZINCBasicFilter;0.8209;0.9058;110.33285511036266
139;GhoseFilter, GlaxoFilter;0.8209;0.9069;110.4656272111007
4;BeyondRo5Filter, GhoseFilter;0.8209;0.907;110.47845997339316
144;GhoseFilter, LipinskiFilter;0.8209;0.907;110.47845997339316
146;GhoseFilter, MolecularWeightFilter;0.8209;0.907;110.47845997339316
150;GhoseFilter, PAINSFilter;0.8209;0.9078;110.57501229624067
233;InpharmaticaFilter, MLSMRFilter;0.8209;0.9085;110.66993635932747
155;GhoseFilter, RuleOfVeberFilter;0.8209;0.9085;110.67048268939537
83;BrenkFilter, TiceInsecticidesFilter;0.8209;0.9086;110.67228811692087
33;BMSFilter, GhoseFilter;0.8209;0.9098;110.82058342206851
148;GhoseFilter, NIHFilter;0.8209;0.9098;110.82058342206851
437;RuleOfXuFilter, TiceInsecticidesFilter;0.8209;0.91;110.84370798412426
162;GhoseFilter, ZINCDruglikeFilter;0.8209;0.9118;111.06654311037234
147;GhoseFilter, NIBRFilter;0.8209;0.9118;111.0711534760966
302;MLSMRFilter, RuleOfXuFilter;0.8209;0.9126;111.16379840864528
152;GhoseFilter, REOSFilter;0.8209;0.9127;111.18296016234555
88;FAF4DruglikeFilter, GhoseFilter;0.8209;0.9129;111.20017567172175
265;LINTFilter, RuleOfXuFilter;0.8209;0.9142;111.36060628956986
231;InpharmaticaFilter, LINTFilter;0.8209;0.9181;111.83074541981495
297;MLSMRFilter, REOSFilter;0.8209;0.9198;112.03780159032193
260;LINTFilter, REOSFilter;0.8209;0.9201;112.07969225604022
207;GSKFilter, ZINCBasicFilter;0.8209;0.9201;112.08293799189428
268;LINTFilter, TiceInsecticidesFilter;0.8209;0.921;112.18841002925647
163;GlaxoFilter, GSKFilter;0.8209;0.921;112.1927279208544
192;GSKFilter, MolecularWeightFilter;0.8209;0.9211;112.19999815952512
190;GSKFilter, LipinskiFilter;0.8209;0.9211;112.19999815952512
6;BeyondRo5Filter, GSKFilter;0.8209;0.9214;112.23911601232288
196;GSKFilter, PAINSFilter;0.8209;0.9227;112.39412076068258
90;FAF4DruglikeFilter, GSKFilter;0.8209;0.9228;112.40857574076036
198;GSKFilter, REOSFilter;0.8209;0.9229;112.42419492537547
201;GSKFilter, RuleOfVeberFilter;0.8209;0.923;112.43396250440829
194;GSKFilter, NIHFilter;0.8209;0.9236;112.50352321635087
35;BMSFilter, GSKFilter;0.8209;0.9236;112.50352321635087
159;GhoseFilter, TiceInsecticidesFilter;0.8209;0.924;112.55928400501946
269;LINTFilter, ValenceDiscoveryFilter;0.8209;0.9243;112.58929316690886
248;InpharmaticaFilter, TiceInsecticidesFilter;0.8209;0.9243;112.5898498090392
208;GSKFilter, ZINCDruglikeFilter;0.8209;0.9248;112.64789738670413
193;GSKFilter, NIBRFilter;0.8209;0.925;112.67835483731376
450;TiceInsecticidesFilter, ValenceDiscoveryFilter;0.8209;0.9255;112.73559942725964
140;GhoseFilter, GSKFilter;0.8209;0.9273;112.95776233434809
157;GhoseFilter, SureChEMBLFilter;0.8209;0.9283;113.07458330141458
449;TiceHerbicidesFilter, ZINCDruglikeFilter;0.8209;0.9285;113.10566092896588
337;NIBRFilter, TiceHerbicidesFilter;0.8209;0.9298;113.25793575258977
430;RuleOfVeberFilter, TiceHerbicidesFilter;0.8209;0.9305;113.3411974057297
379;PAINSFilter, TiceHerbicidesFilter;0.8209;0.9306;113.35743188383034
160;GhoseFilter, ValenceDiscoveryFilter;0.8209;0.9308;113.37947117994823
321;MolecularWeightFilter, TiceHerbicidesFilter;0.8209;0.9313;113.43953841171113
286;LipinskiFilter, TiceHerbicidesFilter;0.8209;0.9313;113.43953841171113
448;TiceHerbicidesFilter, ZINCBasicFilter;0.8209;0.9314;113.4518036165892
306;MLSMRFilter, ValenceDiscoveryFilter;0.8209;0.9316;113.47994153937984
182;GlaxoFilter, TiceHerbicidesFilter;0.8209;0.9317;113.4918114746106
25;BeyondRo5Filter, TiceHerbicidesFilter;0.8209;0.9322;113.55476968044924
156;GhoseFilter, RuleOfXuFilter;0.8209;0.9324;113.57489348939096
352;NIHFilter, TiceHerbicidesFilter;0.8209;0.9356;113.96479634191104
54;BMSFilter, TiceHerbicidesFilter;0.8209;0.9356;113.96479634191104
253;LINTFilter, MLSMRFilter;0.8209;0.9363;114.05213304694455
400;REOSFilter, TiceHerbicidesFilter;0.8209;0.9382;114.28482770906005
305;MLSMRFilter, TiceInsecticidesFilter;0.8209;0.9382;114.2869071048618
203;GSKFilter, SureChEMBLFilter;0.8209;0.9388;114.35138515950098
142;GhoseFilter, InpharmaticaFilter;0.8209;0.9388;114.35152249328053
229;HaoFilter, ZINCBasicFilter;0.8209;0.9393;114.4168455289542
7;BeyondRo5Filter, HaoFilter;0.8209;0.9396;114.45356984909907
211;HaoFilter, LipinskiFilter;0.8209;0.9396;114.45356984909907
213;HaoFilter, MolecularWeightFilter;0.8209;0.9396;114.45356984909907
223;HaoFilter, RuleOfVeberFilter;0.8209;0.9396;114.45356984909907
217;HaoFilter, PAINSFilter;0.8209;0.9396;114.45498962048752
36;BMSFilter, HaoFilter;0.8209;0.9416;114.70303268064433
215;HaoFilter, NIHFilter;0.8209;0.9416;114.70303268064433
230;HaoFilter, ZINCDruglikeFilter;0.8209;0.9418;114.71771300091956
164;GlaxoFilter, HaoFilter;0.8209;0.9418;114.72545305633723
61;BrenkFilter, GhoseFilter;0.8209;0.942;114.74796838705925
126;FAF4LeadlikeFilter, PAINSFilter;0.8209;0.9423;114.77753836209195
276;LipinskiFilter, OpreaFilter;0.8209;0.9423;114.78051612702774
137;FAF4LeadlikeFilter, ZINCBasicFilter;0.8209;0.9427;114.8257553878103
441;SureChEMBLFilter, TiceHerbicidesFilter;0.8209;0.9427;114.8330757991392
131;FAF4LeadlikeFilter, RuleOfVeberFilter;0.8209;0.9428;114.84114915396486
32;BMSFilter, FAF4LeadlikeFilter;0.8209;0.9428;114.84402030576204
124;FAF4LeadlikeFilter, NIHFilter;0.8209;0.9428;114.84402030576204
109;FAF4DruglikeFilter, TiceHerbicidesFilter;0.8209;0.9429;114.85059087393896
214;HaoFilter, NIBRFilter;0.8209;0.9431;114.88603389477454
123;FAF4LeadlikeFilter, NIBRFilter;0.8209;0.9432;114.89199313045653
122;FAF4LeadlikeFilter, MolecularWeightFilter;0.8209;0.9435;114.9248880816314
120;FAF4LeadlikeFilter, LipinskiFilter;0.8209;0.9435;114.9248880816314
138;FAF4LeadlikeFilter, ZINCDruglikeFilter;0.8209;0.9435;114.9248880816314
87;FAF4DruglikeFilter, FAF4LeadlikeFilter;0.8209;0.9435;114.9248880816314
116;FAF4LeadlikeFilter, GSKFilter;0.8209;0.9435;114.9248880816314
3;BeyondRo5Filter, FAF4LeadlikeFilter;0.8209;0.9435;114.9248880816314
327;NIBRFilter, OpreaFilter;0.8209;0.9442;115.01733584304739
364;OpreaFilter, RuleOfXuFilter;0.8209;0.9446;115.06626902110577
311;MolecularWeightFilter, OpreaFilter;0.8209;0.9446;115.06626902110577
205;GSKFilter, TiceInsecticidesFilter;0.8209;0.9447;115.07459479126123
363;OpreaFilter, RuleOfVeberFilter;0.8209;0.9448;115.08563714903252
206;GSKFilter, ValenceDiscoveryFilter;0.8209;0.9448;115.09090066372929
369;OpreaFilter, ZINCBasicFilter;0.8209;0.945;115.11479603911165
370;OpreaFilter, ZINCDruglikeFilter;0.8209;0.9458;115.20845491172464
359;OpreaFilter, REOSFilter;0.8209;0.946;115.23606544722152
172;GlaxoFilter, OpreaFilter;0.8209;0.9461;115.24377873872614
115;FAF4LeadlikeFilter, GlaxoFilter;0.8209;0.9462;115.26239030104631
15;BeyondRo5Filter, OpreaFilter;0.8209;0.9464;115.2878175032793
114;FAF4LeadlikeFilter, GhoseFilter;0.8209;0.9467;115.31459517351725
227;HaoFilter, TiceInsecticidesFilter;0.8209;0.9476;115.43098132631711
99;FAF4DruglikeFilter, OpreaFilter;0.8209;0.9477;115.44240012705566
188;GSKFilter, InpharmaticaFilter;0.8209;0.9478;115.45255355056494
202;GSKFilter, RuleOfXuFilter;0.8209;0.9479;115.46614497370125
145;GhoseFilter, MLSMRFilter;0.8209;0.9484;115.52403677066616
342;NIHFilter, OpreaFilter;0.8209;0.9486;115.54689977609299
44;BMSFilter, OpreaFilter;0.8209;0.9486;115.54689977609299
91;FAF4DruglikeFilter, HaoFilter;0.8209;0.9488;115.57742483210731
143;GhoseFilter, LINTFilter;0.8209;0.949;115.59709948798212
63;BrenkFilter, GSKFilter;0.8209;0.949;115.60364173132554
357;OpreaFilter, PAINSFilter;0.8209;0.9493;115.63356317548087
225;HaoFilter, SureChEMBLFilter;0.8209;0.9498;115.69184249135076
128;FAF4LeadlikeFilter, REOSFilter;0.8209;0.9512;115.86144990498515
367;OpreaFilter, TiceInsecticidesFilter;0.8209;0.9529;116.07344332344918
368;OpreaFilter, ValenceDiscoveryFilter;0.8209;0.9529;116.07633993886148
219;HaoFilter, REOSFilter;0.8209;0.955;116.33379945870423
135;FAF4LeadlikeFilter, TiceInsecticidesFilter;0.8209;0.9553;116.37139081711838
82;BrenkFilter, TiceHerbicidesFilter;0.8209;0.9556;116.40330230049281
204;GSKFilter, TiceHerbicidesFilter;0.8209;0.9576;116.65082442708794
365;OpreaFilter, SureChEMBLFilter;0.8209;0.9586;116.76272550446444
436;RuleOfXuFilter, TiceHerbicidesFilter;0.8209;0.9587;116.77831104366363
64;BrenkFilter, HaoFilter;0.8209;0.9594;116.86436639177293
133;FAF4LeadlikeFilter, SureChEMBLFilter;0.8209;0.9598;116.91021081605967
141;GhoseFilter, HaoFilter;0.8209;0.9598;116.91989351656362
447;TiceHerbicidesFilter, ValenceDiscoveryFilter;0.8209;0.9607;117.02793405001132
446;TiceHerbicidesFilter, TiceInsecticidesFilter;0.8209;0.9619;117.16559024206316
118;FAF4LeadlikeFilter, InpharmaticaFilter;0.8209;0.9623;117.22324323200957
149;GhoseFilter, OpreaFilter;0.8209;0.9638;117.39754590128095
60;BrenkFilter, FAF4LeadlikeFilter;0.8209;0.9653;117.57826962607479
247;InpharmaticaFilter, TiceHerbicidesFilter;0.8209;0.9653;117.57909330503445
158;GhoseFilter, TiceHerbicidesFilter;0.8209;0.9657;117.62922644566277
209;HaoFilter, InpharmaticaFilter;0.8209;0.9662;117.69621153714903
189;GSKFilter, LINTFilter;0.8209;0.9678;117.89462150848591
191;GSKFilter, MLSMRFilter;0.8209;0.9695;118.0947507499464
136;FAF4LeadlikeFilter, ValenceDiscoveryFilter;0.8209;0.9697;118.12001245263033
210;HaoFilter, LINTFilter;0.8209;0.9713;118.31908883174593
132;FAF4LeadlikeFilter, RuleOfXuFilter;0.8209;0.9733;118.55474529160549
195;GSKFilter, OpreaFilter;0.8209;0.9738;118.62165029590695
187;GSKFilter, HaoFilter;0.8209;0.9739;118.62682134309735
224;HaoFilter, RuleOfXuFilter;0.8209;0.9751;118.7740920805318
72;BrenkFilter, OpreaFilter;0.8209;0.9753;118.80217521500485
212;HaoFilter, MLSMRFilter;0.8209;0.977;119.0095234052539
134;FAF4LeadlikeFilter, TiceHerbicidesFilter;0.8209;0.9783;119.17102204328404
304;MLSMRFilter, TiceHerbicidesFilter;0.8209;0.9808;119.4748551947429
257;LINTFilter, OpreaFilter;0.8209;0.9812;119.52392825612937
119;FAF4LeadlikeFilter, LINTFilter;0.8209;0.983;119.74320512277752
125;FAF4LeadlikeFilter, OpreaFilter;0.8209;0.9835;119.79969472217391
237;InpharmaticaFilter, OpreaFilter;0.8209;0.9851;119.9956125304584
228;HaoFilter, ValenceDiscoveryFilter;0.8209;0.9853;120.01980566263104
117;FAF4LeadlikeFilter, HaoFilter;0.8209;0.9875;120.28718745467353
294;MLSMRFilter, OpreaFilter;0.8209;0.9886;120.4213295262448
121;FAF4LeadlikeFilter, MLSMRFilter;0.8209;0.9903;120.62510537649574
366;OpreaFilter, TiceHerbicidesFilter;0.8209;0.9924;120.88187237420203
216;HaoFilter, OpreaFilter;0.8209;0.9949;121.18963920188752
267;LINTFilter, TiceHerbicidesFilter;0.8209;1.0078;122.76377343992012
