;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
226;HaoFilter, TiceHerbicidesFilter;0.8209;1.0115;123.21373851872292
389;PfizerFilter, SureChEMBLFilter;0.8209;1.108;134.96932911987017
74;BrenkFilter, PfizerFilter;0.8209;1.1131;135.58943745521188
313;MolecularWeightFilter, PfizerFilter;0.8209;1.1172;136.09079390856095
17;BeyondRo5Filter, PfizerFilter;0.8209;1.1203;136.46541586716313
387;PfizerFilter, RuleOfVeberFilter;0.8209;1.1206;136.50700333459125
278;LipinskiFilter, PfizerFilter;0.8209;1.1227;136.75979271321017
174;GlaxoFilter, PfizerFilter;0.8209;1.1239;136.9036773321666
393;PfizerFilter, ZINCBasicFilter;0.8209;1.125;137.0433842282694
371;PAINSFilter, PfizerFilter;0.8209;1.1273;137.32292023226415
388;PfizerFilter, RuleOfXuFilter;0.8209;1.1282;137.4281283538347
384;PfizerFilter, REOSFilter;0.8209;1.129;137.52765941519894
329;NIBRFilter, PfizerFilter;0.8209;1.1322;137.91144260078863
394;PfizerFilter, ZINCDruglikeFilter;0.8209;1.1325;137.95465086001684
390;PfizerFilter, TiceHerbicidesFilter;0.8209;1.1357;138.33814068597036
46;BMSFilter, PfizerFilter;0.8209;1.1358;138.3533708248069
344;NIHFilter, PfizerFilter;0.8209;1.1358;138.3533708248069
239;InpharmaticaFilter, PfizerFilter;0.8209;1.1417;139.06646848617447
296;MLSMRFilter, PfizerFilter;0.8209;1.1491;139.9743655991806
409;RuleOfFourFilter, ValenceDiscoveryFilter;0.8209;1.1607;141.388707975118
392;PfizerFilter, ValenceDiscoveryFilter;0.8209;1.1637;141.749940205298
101;FAF4DruglikeFilter, PfizerFilter;0.8209;1.1652;141.93112266129768
391;PfizerFilter, TiceInsecticidesFilter;0.8209;1.1685;142.33634067004215
358;OpreaFilter, PfizerFilter;0.8209;1.1692;142.41985965072354
103;FAF4DruglikeFilter, RuleOfFourFilter;0.8209;1.1737;142.96768753967726
221;HaoFilter, RuleOfThreeFilter;0.8209;1.1739;142.99803527344318
197;GSKFilter, PfizerFilter;0.8209;1.18;143.7419656200136
104;FAF4DruglikeFilter, RuleOfThreeFilter;0.8209;1.1848;144.32657389916307
420;RuleOfThreeFilter, ZINCDruglikeFilter;0.8209;1.1913;145.10818632876433
151;GhoseFilter, PfizerFilter;0.8209;1.1944;145.49250990095507
411;RuleOfFourFilter, ZINCDruglikeFilter;0.8209;1.2009;146.28045750976563
259;LINTFilter, PfizerFilter;0.8209;1.2044;146.7087786062939
332;NIBRFilter, RuleOfThreeFilter;0.8209;1.2051;146.78999810487713
261;LINTFilter, RuleOfFourFilter;0.8209;1.2051;146.79495109588345
299;MLSMRFilter, RuleOfThreeFilter;0.8209;1.2078;147.12117490127494
374;PAINSFilter, RuleOfThreeFilter;0.8209;1.2085;147.2106203020739
241;InpharmaticaFilter, RuleOfFourFilter;0.8209;1.209;147.26712524275828
199;GSKFilter, RuleOfThreeFilter;0.8209;1.2101;147.39764233313707
413;RuleOfThreeFilter, RuleOfVeberFilter;0.8209;1.2101;147.39764233313707
419;RuleOfThreeFilter, ZINCBasicFilter;0.8209;1.2101;147.39764233313707
316;MolecularWeightFilter, RuleOfThreeFilter;0.8209;1.2101;147.39764233313707
281;LipinskiFilter, RuleOfThreeFilter;0.8209;1.2101;147.39764233313707
20;BeyondRo5Filter, RuleOfThreeFilter;0.8209;1.2101;147.39764233313707
407;RuleOfFourFilter, SureChEMBLFilter;0.8209;1.2152;148.02157518097087
242;InpharmaticaFilter, RuleOfThreeFilter;0.8209;1.2157;148.0809715699169
177;GlaxoFilter, RuleOfThreeFilter;0.8209;1.2157;148.08733331905634
347;NIHFilter, RuleOfThreeFilter;0.8209;1.2168;148.2248123137065
49;BMSFilter, RuleOfThreeFilter;0.8209;1.2168;148.2248123137065
48;BMSFilter, RuleOfFourFilter;0.8209;1.2173;148.27734394792444
346;NIHFilter, RuleOfFourFilter;0.8209;1.2173;148.27734394792444
315;MolecularWeightFilter, RuleOfFourFilter;0.8209;1.2174;148.28948997884572
19;BeyondRo5Filter, RuleOfFourFilter;0.8209;1.2174;148.28948997884572
408;RuleOfFourFilter, TiceInsecticidesFilter;0.8209;1.2174;148.29420413675473
373;PAINSFilter, RuleOfFourFilter;0.8209;1.2175;148.306116650816
176;GlaxoFilter, RuleOfFourFilter;0.8209;1.218;148.36061481223578
331;NIBRFilter, RuleOfFourFilter;0.8209;1.2181;148.38122129564582
417;RuleOfThreeFilter, TiceInsecticidesFilter;0.8209;1.2207;148.68966068146293
406;RuleOfFourFilter, RuleOfXuFilter;0.8209;1.2219;148.84574244754702
129;FAF4LeadlikeFilter, RuleOfThreeFilter;0.8209;1.2223;148.89183204088835
76;BrenkFilter, RuleOfFourFilter;0.8209;1.2259;149.32840023020916
396;REOSFilter, RuleOfThreeFilter;0.8209;1.2269;149.45188390388432
153;GhoseFilter, RuleOfThreeFilter;0.8209;1.2303;149.86065982689468
410;RuleOfFourFilter, ZINCBasicFilter;0.8209;1.2327;150.1531496768203
416;RuleOfThreeFilter, TiceHerbicidesFilter;0.8209;1.2327;150.15440810125367
415;RuleOfThreeFilter, SureChEMBLFilter;0.8209;1.2342;150.33724303671602
127;FAF4LeadlikeFilter, PfizerFilter;0.8209;1.2355;150.50268493006735
280;LipinskiFilter, RuleOfFourFilter;0.8209;1.2368;150.66090173137968
405;RuleOfFourFilter, RuleOfVeberFilter;0.8209;1.2515;152.4433967551711
418;RuleOfThreeFilter, ValenceDiscoveryFilter;0.8209;1.2632;153.87312398124953
298;MLSMRFilter, RuleOfFourFilter;0.8209;1.267;154.33188575892268
77;BrenkFilter, RuleOfThreeFilter;0.8209;1.2733;155.1052652421981
360;OpreaFilter, RuleOfFourFilter;0.8209;1.282;156.16555850193132
262;LINTFilter, RuleOfThreeFilter;0.8209;1.2858;156.61899206291275
218;HaoFilter, PfizerFilter;0.8209;1.2894;157.06041711199404
395;REOSFilter, RuleOfFourFilter;0.8209;1.2976;158.05943545170527
220;HaoFilter, RuleOfFourFilter;0.8209;1.2987;158.1998308598802
361;OpreaFilter, RuleOfThreeFilter;0.8209;1.3101;159.58898225416124
414;RuleOfThreeFilter, RuleOfXuFilter;0.8209;1.3443;163.74628543216417
412;RuleOfThreeFilter, RuleOfTwoFilter;0.8209;1.4229;173.33090611661743
423;RuleOfTwoFilter, SureChEMBLFilter;0.8209;1.4402;175.42662016644343
427;RuleOfTwoFilter, ZINCDruglikeFilter;0.8209;1.4403;175.44718723935526
243;InpharmaticaFilter, RuleOfTwoFilter;0.8209;1.442;175.65065349390431
21;BeyondRo5Filter, RuleOfTwoFilter;0.8209;1.4486;176.45960194336092
421;RuleOfTwoFilter, RuleOfVeberFilter;0.8209;1.4486;176.45960194336092
282;LipinskiFilter, RuleOfTwoFilter;0.8209;1.4486;176.45960194336092
426;RuleOfTwoFilter, ZINCBasicFilter;0.8209;1.4486;176.45960194336092
222;HaoFilter, RuleOfTwoFilter;0.8209;1.4486;176.45960194336092
200;GSKFilter, RuleOfTwoFilter;0.8209;1.4486;176.45960194336092
317;MolecularWeightFilter, RuleOfTwoFilter;0.8209;1.4486;176.45960194336092
50;BMSFilter, RuleOfTwoFilter;0.8209;1.4531;176.9983166552301
348;NIHFilter, RuleOfTwoFilter;0.8209;1.4531;176.9983166552301
105;FAF4DruglikeFilter, RuleOfTwoFilter;0.8209;1.4538;177.09157632261292
178;GlaxoFilter, RuleOfTwoFilter;0.8209;1.4612;177.98556552920948
300;MLSMRFilter, RuleOfTwoFilter;0.8209;1.4623;178.1214852340101
375;PAINSFilter, RuleOfTwoFilter;0.8209;1.4718;179.28637005158222
425;RuleOfTwoFilter, TiceInsecticidesFilter;0.8209;1.4883;181.28928227477851
130;FAF4LeadlikeFilter, RuleOfTwoFilter;0.8209;1.4923;181.7760186449029
424;RuleOfTwoFilter, TiceHerbicidesFilter;0.8209;1.4943;182.02173037692316
78;BrenkFilter, RuleOfTwoFilter;0.8209;1.4994;182.64810843234923
333;NIBRFilter, RuleOfTwoFilter;0.8209;1.5091;183.82829898209044
154;GhoseFilter, RuleOfTwoFilter;0.8209;1.5464;188.36436638672615
385;PfizerFilter, RuleOfThreeFilter;0.8209;1.638;199.52379529400756
386;PfizerFilter, RuleOfTwoFilter;0.8209;1.6798;204.61411023530792
263;LINTFilter, RuleOfTwoFilter;0.8209;1.7806;216.90075332845998
362;OpreaFilter, RuleOfTwoFilter;0.8209;2.0926;254.89859501908344
422;RuleOfTwoFilter, RuleOfXuFilter;0.8209;2.2664;276.07360375033704
