;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
1087;MolecularWeightFilter, REOSFilter;482070154095.9755;508605818228.2426;105.50452333686356
1564;BeyondRo5Filter, REOSFilter;427781094874.2798;452864394020.4553;105.86358290413634
957;GlaxoFilter, ValenceDiscoveryFilter;482070154095.9755;512089789845.6514;106.22723383611492
1011;InpharmaticaFilter, PAINSFilter;482070154095.9755;515525645932.1624;106.93996331279332
1657;FAF4DruglikeFilter, ValenceDiscoveryFilter;427781094874.2798;460164460216.7416;107.57007865248904
1588;BMSFilter, NIBRFilter;427781094874.2798;460484086835.9293;107.64479598409102
1632;BrenkFilter, ZINCDruglikeFilter;427781094874.2798;464203046690.338;108.51415648154396
1589;BMSFilter, NIHFilter;427781094874.2798;464235853234.3417;108.52182548431122
1044;LINTFilter, ZINCDruglikeFilter;482070154095.9755;525148454958.3184;108.9361061862723
1005;InpharmaticaFilter, LipinskiFilter;482070154095.9755;528848338908.7867;109.70360525648681
1603;BMSFilter, ZINCBasicFilter;427781094874.2798;469422944731.3846;109.73438292530035
1176;REOSFilter, ZINCBasicFilter;482070154095.9755;529029171195.7067;109.7411168687249
1057;LipinskiFilter, RuleOfXuFilter;482070154095.9755;531460167213.7212;110.24539949177449
1206;RuleOfVeberFilter, ZINCBasicFilter;482070154095.9755;533852534304.5367;110.74166898087032
1018;InpharmaticaFilter, RuleOfXuFilter;482070154095.9755;541281689133.0967;112.28276310699226
955;GlaxoFilter, TiceHerbicidesFilter;482070154095.9755;544016276580.3652;112.85002233763196
1079;MLSMRFilter, ValenceDiscoveryFilter;482070154095.9755;546452992756.5273;113.35549154277945
1009;InpharmaticaFilter, NIHFilter;482070154095.9755;554140007897.4673;114.95007587363382
1008;InpharmaticaFilter, NIBRFilter;482070154095.9755;555647098693.425;115.2627048101387
1591;BMSFilter, PAINSFilter;427781094874.2798;493809993816.9093;115.43520733706913
1075;MLSMRFilter, RuleOfXuFilter;482070154095.9755;558325309449.9059;115.81826933404152
1587;BMSFilter, MolecularWeightFilter;427781094874.2798;496504510690.1843;116.06508951408937
1604;BMSFilter, ZINCDruglikeFilter;427781094874.2798;497417721293.9052;116.27856566220882
1048;LipinskiFilter, NIHFilter;482070154095.9755;561645355855.4379;116.5069754025095
1562;BeyondRo5Filter, PAINSFilter;427781094874.2798;499472453432.8317;116.75888893117663
1097;MolecularWeightFilter, ZINCBasicFilter;482070154095.9755;563427873325.8201;116.87673848683173
1096;MolecularWeightFilter, ValenceDiscoveryFilter;482070154095.9755;565443408076.1261;117.2948383698427
1574;BeyondRo5Filter, ZINCBasicFilter;427781094874.2798;502230588439.9169;117.40364276441832
1068;MLSMRFilter, PAINSFilter;482070154095.9755;570926990593.4336;118.43234552947817
1060;LipinskiFilter, TiceInsecticidesFilter;482070154095.9755;573454379490.7014;118.95662376487472
1126;NIHFilter, TiceInsecticidesFilter;482070154095.9755;574097672401.4868;119.09006760190127
1554;BeyondRo5Filter, InpharmaticaFilter;427781094874.2798;510699922001.6083;119.38347162155387
938;GlaxoFilter, InpharmaticaFilter;482070154095.9755;575623953405.2715;119.40667732992868
1602;BMSFilter, ValenceDiscoveryFilter;427781094874.2798;512593853857.8625;119.8262055055304
1586;BMSFilter, MLSMRFilter;427781094874.2798;513265431259.2497;119.98319640798825
1026;LINTFilter, MLSMRFilter;482070154095.9755;582520500174.6277;120.83728793935113
1045;LipinskiFilter, MLSMRFilter;482070154095.9755;583871492418.1176;121.11753599702718
1156;PAINSFilter, ZINCDruglikeFilter;482070154095.9755;584279119791.2432;121.20209368425634
1572;BeyondRo5Filter, TiceInsecticidesFilter;427781094874.2798;521996815223.7603;122.02428332583735
1142;OpreaFilter, ZINCBasicFilter;482070154095.9755;589011855015.4612;122.1838460669761
1644;FAF4DruglikeFilter, NIHFilter;427781094874.2798;523565590159.8225;122.39100709059916
1052;LipinskiFilter, REOSFilter;482070154095.9755;590947607247.0159;122.58539596901987
1615;BrenkFilter, MolecularWeightFilter;427781094874.2798;525261195939.6469;122.78737939413043
1124;NIHFilter, SureChEMBLFilter;482070154095.9755;592438827671.5493;122.89473277650798
1081;MLSMRFilter, ZINCDruglikeFilter;482070154095.9755;592643611930.0452;122.93721295429036
919;GhoseFilter, MolecularWeightFilter;482070154095.9755;593004089152.797;123.01198987621531
1225;TiceInsecticidesFilter, ZINCDruglikeFilter;482070154095.9755;593332129031.6611;123.08003803810148
1027;LINTFilter, MolecularWeightFilter;482070154095.9755;594191855059.5408;123.25837847684778
1585;BMSFilter, LipinskiFilter;427781094874.2798;527820634445.0537;123.38568505468304
1017;InpharmaticaFilter, RuleOfVeberFilter;482070154095.9755;595874145474.7657;123.6073505924063
1625;BrenkFilter, RuleOfVeberFilter;427781094874.2798;530630294469.4526;124.04248360376913
1006;InpharmaticaFilter, MLSMRFilter;482070154095.9755;598629132137.5154;124.1788414095294
1204;RuleOfVeberFilter, TiceInsecticidesFilter;482070154095.9755;599801796462.1405;124.42209735778948
915;GhoseFilter, InpharmaticaFilter;482070154095.9755;601725771767.502;124.82120426972214
1216;SureChEMBLFilter, ValenceDiscoveryFilter;482070154095.9755;601856070829.4417;124.84823333610026
1041;LINTFilter, TiceInsecticidesFilter;482070154095.9755;602179976730.6603;124.91542395108992
1614;BrenkFilter, MLSMRFilter;427781094874.2798;534432274286.6793;124.93125121476982
1004;InpharmaticaFilter, LINTFilter;482070154095.9755;602409917080.1399;124.96312247536608
1129;NIHFilter, ZINCDruglikeFilter;482070154095.9755;604868728502.5946;125.47317508940226
933;GhoseFilter, ValenceDiscoveryFilter;482070154095.9755;605490746176.3016;125.60220561917515
1043;LINTFilter, ZINCBasicFilter;482070154095.9755;607584896938.8396;126.03661350457205
1648;FAF4DruglikeFilter, REOSFilter;427781094874.2798;545415730753.3469;127.49879255735661
1634;FAF4DruglikeFilter, GhoseFilter;427781094874.2798;548936485122.6828;128.32181966433305
1605;BrenkFilter, FAF4DruglikeFilter;427781094874.2798;549679692798.6583;128.49555517646314
1171;REOSFilter, RuleOfXuFilter;482070154095.9755;624175454174.1371;129.47813692068348
1630;BrenkFilter, ValenceDiscoveryFilter;427781094874.2798;554774338772.067;129.6865021431368
912;GhoseFilter, GlaxoFilter;482070154095.9755;628092796239.5211;130.29074521682043
1584;BMSFilter, LINTFilter;427781094874.2798;557850118935.638;130.405510112499
1659;FAF4DruglikeFilter, ZINCDruglikeFilter;427781094874.2798;558464985172.2781;130.54924396235995
1030;LINTFilter, OpreaFilter;482070154095.9755;636213666545.5363;131.97532789363936
1039;LINTFilter, SureChEMBLFilter;482070154095.9755;642323729803.9857;133.2427913958982
917;GhoseFilter, LipinskiFilter;482070154095.9755;643014637737.2368;133.38611243068553
1010;InpharmaticaFilter, OpreaFilter;482070154095.9755;643995566915.9377;133.58959509194682
1078;MLSMRFilter, TiceInsecticidesFilter;482070154095.9755;646938267773.6959;134.20002509528868
1065;MLSMRFilter, NIBRFilter;482070154095.9755;648221334236.3645;134.46618271815058
1590;BMSFilter, OpreaFilter;427781094874.2798;575790526368.9545;134.5993390704124
1611;BrenkFilter, InpharmaticaFilter;427781094874.2798;575867924143.6702;134.61743191641312
1031;LINTFilter, PAINSFilter;482070154095.9755;649053854749.7864;134.63887968068772
1548;BeyondRo5Filter, FAF4DruglikeFilter;427781094874.2798;576577864280.453;134.78339066150247
1153;PAINSFilter, TiceInsecticidesFilter;482070154095.9755;649939359484.6676;134.82256762057727
1227;ValenceDiscoveryFilter, ZINCDruglikeFilter;482070154095.9755;650623060672.6489;134.96439369758536
1132;OpreaFilter, REOSFilter;482070154095.9755;653690548440.4404;135.60070933374914
1172;REOSFilter, SureChEMBLFilter;482070154095.9755;655217243944.5546;135.91740504518086
1118;NIHFilter, REOSFilter;482070154095.9755;656071295293.3932;136.09456833595544
921;GhoseFilter, NIHFilter;482070154095.9755;659468586314.6155;136.7992979261109
1654;FAF4DruglikeFilter, SureChEMBLFilter;427781094874.2798;587882154838.0946;137.42593159963434
1033;LINTFilter, REOSFilter;482070154095.9755;662490541127.873;137.42616826595275
959;GlaxoFilter, ZINCDruglikeFilter;482070154095.9755;663640000341.2231;137.664610576389
1629;BrenkFilter, TiceInsecticidesFilter;427781094874.2798;590357461302.683;138.00457018236924
1130;OpreaFilter, PAINSFilter;482070154095.9755;666154678935.1582;138.18625220314578
1175;REOSFilter, ValenceDiscoveryFilter;482070154095.9755;667682115741.9388;138.5031016894296
1557;BeyondRo5Filter, MLSMRFilter;427781094874.2798;593968311039.4471;138.84865838075615
1025;LINTFilter, LipinskiFilter;482070154095.9755;670858916760.798;139.16209312291016
1656;FAF4DruglikeFilter, TiceInsecticidesFilter;427781094874.2798;595518692868.7804;139.2110824915713
1076;MLSMRFilter, SureChEMBLFilter;482070154095.9755;674724943761.4177;139.9640566893686
1222;TiceHerbicidesFilter, ZINCDruglikeFilter;482070154095.9755;676151193617.6204;140.25991608744258
1205;RuleOfVeberFilter, ValenceDiscoveryFilter;482070154095.9755;676724037724.1549;140.37874611698646
1640;FAF4DruglikeFilter, LipinskiFilter;427781094874.2798;601341096439.2358;140.57215329161835
1646;FAF4DruglikeFilter, PAINSFilter;427781094874.2798;601357741751.775;140.57604437346805
980;GSKFilter, ZINCBasicFilter;482070154095.9755;679223184150.8442;140.89716577135732
1000;HaoFilter, TiceInsecticidesFilter;482070154095.9755;680368792359.5437;141.13480923444368
1608;BrenkFilter, GlaxoFilter;427781094874.2798;603993557912.1193;141.19220441231195
1061;LipinskiFilter, ValenceDiscoveryFilter;482070154095.9755;685010034634.534;142.09758243986937
928;GhoseFilter, RuleOfVeberFilter;482070154095.9755;686445476632.5903;142.39534864378382
939;GlaxoFilter, LINTFilter;482070154095.9755;686455194409.3292;142.39736448663498
1042;LINTFilter, ValenceDiscoveryFilter;482070154095.9755;687399624986.8589;142.59327592597742
1571;BeyondRo5Filter, TiceHerbicidesFilter;427781094874.2798;613427608830.5892;143.39754986387814
996;HaoFilter, RuleOfVeberFilter;482070154095.9755;691906686602.6827;143.52821487159125
1037;LINTFilter, RuleOfVeberFilter;482070154095.9755;693606432021.0734;143.880807830095
916;GhoseFilter, LINTFilter;482070154095.9755;693701179998.2169;143.9004622261074
1638;FAF4DruglikeFilter, InpharmaticaFilter;427781094874.2798;616551995125.9509;144.12792021750022
1137;OpreaFilter, RuleOfXuFilter;482070154095.9755;698854750066.5116;144.96951203649425
1074;MLSMRFilter, RuleOfVeberFilter;482070154095.9755;700791305890.7126;145.37122863474178
920;GhoseFilter, NIBRFilter;482070154095.9755;701260020215.7607;145.46845811909498
1023;InpharmaticaFilter, ZINCBasicFilter;482070154095.9755;701865673530.7335;145.5940940477719
1215;SureChEMBLFilter, TiceInsecticidesFilter;482070154095.9755;702523228720.1693;145.730496433161
1621;BrenkFilter, REOSFilter;427781094874.2798;624354587580.0288;145.9518887255922
1211;RuleOfXuFilter, ValenceDiscoveryFilter;482070154095.9755;708658563015.2705;147.00320212609208
1140;OpreaFilter, TiceInsecticidesFilter;482070154095.9755;708788046805.579;147.03006207359314
1141;OpreaFilter, ValenceDiscoveryFilter;482070154095.9755;711848360956.7833;147.6648896241482
1115;NIHFilter, OpreaFilter;482070154095.9755;712906926572.637;147.88447708602678
922;GhoseFilter, OpreaFilter;482070154095.9755;713422505865.7883;147.99142817784832
1095;MolecularWeightFilter, TiceInsecticidesFilter;482070154095.9755;714849211513.0199;148.28738212461505
1600;BMSFilter, TiceHerbicidesFilter;427781094874.2798;634383115715.9222;148.29620179974538
1645;FAF4DruglikeFilter, OpreaFilter;427781094874.2798;638325407733.7178;149.21776941108504
1652;FAF4DruglikeFilter, RuleOfVeberFilter;427781094874.2798;638911118821.8438;149.35468782453157
974;GSKFilter, RuleOfVeberFilter;482070154095.9755;722999522410.9468;149.97807191917641
1658;FAF4DruglikeFilter, ZINCBasicFilter;427781094874.2798;641706044337.305;150.0080419696657
1084;MolecularWeightFilter, OpreaFilter;482070154095.9755;724235629961.4465;150.23448844693635
1219;TiceHerbicidesFilter, TiceInsecticidesFilter;482070154095.9755;729886832463.771;151.4067664762456
1223;TiceInsecticidesFilter, ValenceDiscoveryFilter;482070154095.9755;730812891520.6923;151.5988669514675
1077;MLSMRFilter, TiceHerbicidesFilter;482070154095.9755;732395604283.882;151.92718280959352
967;GSKFilter, NIHFilter;482070154095.9755;735990209870.6459;152.6728430742297
965;GSKFilter, MolecularWeightFilter;482070154095.9755;737391763522.7498;152.96357952414166
1174;REOSFilter, TiceInsecticidesFilter;482070154095.9755;737440606668.1481;152.97371148211155
984;HaoFilter, LipinskiFilter;482070154095.9755;740209909987.3392;153.5481721276548
1617;BrenkFilter, NIHFilter;427781094874.2798;657354809864.0521;153.66616658392573
987;HaoFilter, NIBRFilter;482070154095.9755;741093813356.7606;153.7315278823953
992;HaoFilter, REOSFilter;482070154095.9755;742485165476.1007;154.0201481397413
1221;TiceHerbicidesFilter, ZINCBasicFilter;482070154095.9755;742714260872.5349;154.06767138806683
948;GlaxoFilter, REOSFilter;482070154095.9755;743171254099.6505;154.16246946325
964;GSKFilter, MLSMRFilter;482070154095.9755;743850465915.416;154.30336427077842
1627;BrenkFilter, SureChEMBLFilter;427781094874.2798;662365744765.6946;154.83754488036848
935;GhoseFilter, ZINCDruglikeFilter;482070154095.9755;748316450025.2133;155.22978215246047
1210;RuleOfXuFilter, TiceInsecticidesFilter;482070154095.9755;749610907078.1694;155.49830262442032
1094;MolecularWeightFilter, TiceHerbicidesFilter;482070154095.9755;755216048767.0812;156.66102585905472
1049;LipinskiFilter, OpreaFilter;482070154095.9755;759253527600.4235;157.4985551686453
1028;LINTFilter, NIBRFilter;482070154095.9755;760506012469.4769;157.7583689858691
1618;BrenkFilter, OpreaFilter;427781094874.2798;674930840135.2339;157.77481712547132
971;GSKFilter, REOSFilter;482070154095.9755;766137724438.4824;158.92660392452999
1021;InpharmaticaFilter, TiceInsecticidesFilter;482070154095.9755;766437927156.8279;158.98887758237726
1127;NIHFilter, ValenceDiscoveryFilter;482070154095.9755;772100794065.9327;160.16357526091832
1612;BrenkFilter, LINTFilter;427781094874.2798;688754771027.9536;161.00636032790817
1220;TiceHerbicidesFilter, ValenceDiscoveryFilter;482070154095.9755;777839211097.2694;161.35394495764803
956;GlaxoFilter, TiceInsecticidesFilter;482070154095.9755;778480850272.4696;161.48704574593546
1111;NIBRFilter, TiceInsecticidesFilter;482070154095.9755;782820741619.973;162.38730711051673
961;GSKFilter, InpharmaticaFilter;482070154095.9755;784550941061.8672;162.7462174116821
1110;NIBRFilter, TiceHerbicidesFilter;482070154095.9755;784817464663.117;162.80150471768624
914;GhoseFilter, HaoFilter;482070154095.9755;784970052222.6517;162.8331572807496
998;HaoFilter, SureChEMBLFilter;482070154095.9755;792287627000.8019;164.35110538767458
1577;BMSFilter, FAF4DruglikeFilter;427781094874.2798;705079011138.0757;164.82238686711733
929;GhoseFilter, RuleOfXuFilter;482070154095.9755;797355533154.5569;165.40238518807183
1066;MLSMRFilter, NIHFilter;482070154095.9755;798468086145.7229;165.63317172022136
1152;PAINSFilter, TiceHerbicidesFilter;482070154095.9755;800266703792.47;166.00627460399562
1555;BeyondRo5Filter, LINTFilter;427781094874.2798;711369415630.4896;166.29285963175943
923;GhoseFilter, PAINSFilter;482070154095.9755;804331028184.6537;166.84937272107476
937;GlaxoFilter, HaoFilter;482070154095.9755;805966307572.6118;167.18859293084378
1579;BMSFilter, GhoseFilter;427781094874.2798;719086757891.0154;168.09689967770714
997;HaoFilter, RuleOfXuFilter;482070154095.9755;810607298529.0591;168.15131400308076
1666;FAF4LeadlikeFilter, LipinskiFilter;427781094874.2798;720581399400.3177;168.4462936848784
966;GSKFilter, NIBRFilter;482070154095.9755;812215261497.7845;168.48486773069968
1038;LINTFilter, RuleOfXuFilter;482070154095.9755;812927169667.7009;168.63254502701594
925;GhoseFilter, REOSFilter;482070154095.9755;812985565403.8032;168.64465856186268
963;GSKFilter, LipinskiFilter;482070154095.9755;813626417594.6016;168.7775960991388
934;GhoseFilter, ZINCBasicFilter;482070154095.9755;816473496399.9612;169.3681903894447
1173;REOSFilter, TiceHerbicidesFilter;482070154095.9755;817764603738.6948;169.63601600108308
1040;LINTFilter, TiceHerbicidesFilter;482070154095.9755;819046774709.2146;169.90198786422906
918;GhoseFilter, MLSMRFilter;482070154095.9755;820839055258.2666;170.2737761887755
913;GhoseFilter, GSKFilter;482070154095.9755;821563442795.675;170.42404218870385
1125;NIHFilter, TiceHerbicidesFilter;482070154095.9755;824669842150.8662;171.06842959348245
1136;OpreaFilter, RuleOfVeberFilter;482070154095.9755;824828734641.7397;171.10139004322684
1203;RuleOfVeberFilter, TiceHerbicidesFilter;482070154095.9755;827807067274.6075;171.71921145522714
1561;BeyondRo5Filter, OpreaFilter;427781094874.2798;736036561441.8435;172.05916069249312
986;HaoFilter, MolecularWeightFilter;482070154095.9755;830108367503.5957;172.1965901540399
1138;OpreaFilter, SureChEMBLFilter;482070154095.9755;838185386192.7396;173.87207630901474
1224;TiceInsecticidesFilter, ZINCBasicFilter;482070154095.9755;843551131410.7968;174.98513945396707
1029;LINTFilter, NIHFilter;482070154095.9755;850198164259.3135;176.36399122316274
1593;BMSFilter, REOSFilter;427781094874.2798;754563048981.755;176.3899943272418
969;GSKFilter, PAINSFilter;482070154095.9755;852308147349.2994;176.80168334578397
978;GSKFilter, TiceInsecticidesFilter;482070154095.9755;856313949382.8209;177.6326416615987
945;GlaxoFilter, OpreaFilter;482070154095.9755;857691375895.2651;177.918373209329
1660;FAF4LeadlikeFilter, GhoseFilter;427781094874.2798;769050131590.8549;179.77655880675846
962;GSKFilter, LINTFilter;482070154095.9755;868152087787.3602;180.0883295534864
1067;MLSMRFilter, OpreaFilter;482070154095.9755;871618371912.6868;180.80737098259684
1161;PfizerFilter, RuleOfXuFilter;482070154095.9755;878943317033.2026;182.32684798366785
1684;FAF4LeadlikeFilter, ZINCDruglikeFilter;427781094874.2798;781503899821.9504;182.68780672779053
1209;RuleOfXuFilter, TiceHerbicidesFilter;482070154095.9755;884396028057.6963;183.45795120135597
1549;BeyondRo5Filter, FAF4LeadlikeFilter;427781094874.2798;786701866318.9629;183.902906356852
936;GlaxoFilter, GSKFilter;482070154095.9755;888681934268.14;184.3470139599665
1641;FAF4DruglikeFilter, MLSMRFilter;427781094874.2798;790648301243.7372;184.8254424324432
1214;SureChEMBLFilter, TiceHerbicidesFilter;482070154095.9755;902519586472.0392;187.21747836983
1639;FAF4DruglikeFilter, LINTFilter;427781094874.2798;801476565622.2346;187.3567053863799
988;HaoFilter, NIHFilter;482070154095.9755;904229934315.9016;187.5722706815569
1610;BrenkFilter, HaoFilter;427781094874.2798;802764824226.1746;187.65785441315458
1637;FAF4DruglikeFilter, HaoFilter;427781094874.2798;804546402105.9896;188.0743239348707
981;GSKFilter, ZINCDruglikeFilter;482070154095.9755;909144222087.4568;188.59168408639025
1100;NIBRFilter, OpreaFilter;482070154095.9755;921852240430.0308;191.22781873081877
1626;BrenkFilter, RuleOfXuFilter;427781094874.2798;819907716930.073;191.66525280202833
990;HaoFilter, PAINSFilter;482070154095.9755;941644636279.0544;195.33352734622565
1664;FAF4LeadlikeFilter, InpharmaticaFilter;427781094874.2798;835679647379.4022;195.35216899311536
1552;BeyondRo5Filter, GSKFilter;427781094874.2798;841118343229.915;196.62354258013917
