Dataset,Model,Filters,Metric,Baseline value,After filter application,Improvement (%),Filter metric R2,Filter metric Accuracy,Baseline metric R2,Baseline metric Accuracy,Mixed metric R2,Mixed metric Accuracy,Mixed metric roc_auc,Rest metric R2,Rest metric Accuracy,Rest metric roc_auc,Notes
bace,LogisticRegression,PAINSFilter,ROC-AUC,0.7979599141016465,0.7976152980877389,99.95681286643384,-0.2093588301462317,0.7052980132450332,-0.19291338582677198,0.7095709570957096,-0.20646921975662158,0.7062706270627063,0.7985415175375806,-0.4999999999999998,0.6666666666666666,1.0,None
bace,LogisticRegression,PfizerFilter,ROC-AUC,0.7979599141016465,0.790296052631579,99.03956811180227,-0.7763157894736841,0.6296296296296297,-0.19291338582677198,0.7095709570957096,-0.3555833929849681,0.66996699669967,0.7858804581245528,0.07376375038552474,0.7720739219712526,0.8213542202117816,None
bace,LogisticRegression,REOSFilter,ROC-AUC,0.7979599141016465,0.7044745057232049,88.28444803725654,-0.29032258064516125,0.6903225806451613,-0.19291338582677198,0.7095709570957096,-0.6944792412312102,0.5874587458745875,0.6781943450250538,-0.5637908564107474,0.6121621621621621,0.6889537666315688,None
bace,LogisticRegression,RuleOfFourFilter,ROC-AUC,0.7979599141016465,0.3878787878787879,48.608806159826564,-1.072727272727274,0.7631578947368421,-0.19291338582677198,0.7095709570957096,-0.3420275590551183,0.6732673267326733,0.640255905511811,-0.7441309014861288,0.570566037735849,0.6437327651620306,None
bace,LogisticRegression,RuleOfVeberFilter,ROC-AUC,0.7979599141016465,0.7720836685438456,96.75719981661827,-0.23789219629927594,0.6905829596412556,-0.19291338582677198,0.7095709570957096,-0.4504742304939158,0.6468646864686468,0.7490604867573372,-0.49402451481103116,0.6306532663316583,0.7232252298263535,None
bace,LogisticRegression,RuleOfXuFilter,ROC-AUC,0.7979599141016465,0.7764116575591985,97.29958157525904,-0.2645213519530458,0.6901408450704225,-0.19291338582677198,0.7095709570957096,-0.3149158911954191,0.6798679867986799,0.7681639226914817,-0.27891156462585,0.6808510638297872,0.7342403628117914,None
bace,LogisticRegression,SureChEMBLFilter,ROC-AUC,0.7979599141016465,0.7602153943617358,95.2698727000085,-0.2591067469116246,0.6855345911949685,-0.19291338582677198,0.7095709570957096,-0.5589209019327133,0.6204620462046204,0.6828024337866858,-0.5304029474140466,0.6175243393602226,0.6910710692115978,None
bace,LogisticRegression,TiceHerbicidesFilter,ROC-AUC,0.7979599141016465,0.8148880105401844,102.12142190846716,-0.04216073781291141,0.7522123893805309,-0.19291338582677198,0.7095709570957096,-0.4640300644237656,0.6435643564356436,0.7406048675733715,-0.10089910089910092,0.7252631578947368,0.7839027639027638,None
bace,LogisticRegression,TiceInsecticidesFilter,ROC-AUC,0.7979599141016465,0.7409698169223157,92.85802504960529,-0.21746660069272594,0.7218045112781954,-0.19291338582677198,0.7095709570957096,-0.8300375805297069,0.5544554455445545,0.6195866141732282,-0.7705978814873911,0.5576470588235294,0.6137454017639499,None
bace,LogisticRegression,ValenceDiscoveryFilter,ROC-AUC,0.7979599141016465,0.7316095132743362,91.6849957429242,-0.1992533185840708,0.7231638418079096,-0.19291338582677198,0.7095709570957096,-0.38269506084466753,0.6633663366336634,0.7328203292770221,-0.2484132543675308,0.7027027027027027,0.7385584495531639,None
