;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
878;"RuleOfVeberFilter;TiceHerbicidesFilter";82.8586;-3.0623;96.3042
722;"LINTFilter;ZINCDruglikeFilter";82.8586;-3.0671;96.2984
593;"GhoseFilter;HaoFilter";82.8586;-3.0683;96.2969
540;"FAF4DruglikeFilter;GhoseFilter";82.8586;-3.0768;96.2867
665;"HaoFilter;MolecularWeightFilter";82.8586;-3.1045;96.2532
721;"LINTFilter;ZINCBasicFilter";82.8586;-3.1106;96.2459
487;"BMSFilter;GSKFilter";82.8586;-3.1178;96.2372
779;"NIBRFilter;PAINSFilter";82.8586;-3.1202;96.2343
791;"NIBRFilter;ZINCBasicFilter";82.8586;-3.1613;96.1847
535;"BrenkFilter;TiceInsecticidesFilter";82.8586;-3.1855;96.1555
737;"LipinskiFilter;TiceHerbicidesFilter";82.8586;-3.2036;96.1337
511;"BrenkFilter;FAF4DruglikeFilter";82.8586;-3.2108;96.1249
591;"GhoseFilter;GlaxoFilter";82.8586;-3.2314;96.1001
661;"HaoFilter;InpharmaticaFilter";82.8586;-3.2725;96.0506
594;"GhoseFilter;InpharmaticaFilter";82.8586;-3.2761;96.0462
699;"InpharmaticaFilter;TiceInsecticidesFilter";82.8586;-3.2869;96.0331
781;"NIBRFilter;REOSFilter";82.8586;-3.3208;95.9922
678;"HaoFilter;TiceInsecticidesFilter";82.8586;-3.3268;95.985
689;"InpharmaticaFilter;PAINSFilter";82.8586;-3.363;95.9412
534;"BrenkFilter;TiceHerbicidesFilter";82.8586;-3.3872;95.9121
886;"RuleOfXuFilter;ValenceDiscoveryFilter";82.8586;-3.3908;95.9077
477;"BeyondRo5Filter;TiceHerbicidesFilter";82.8586;-3.392;95.9062
897;"TiceHerbicidesFilter;ZINCDruglikeFilter";82.8586;-3.3969;95.9004
829;"PAINSFilter;TiceHerbicidesFilter";82.8586;-3.3969;95.9004
545;"FAF4DruglikeFilter;LINTFilter";82.8586;-3.3981;95.8989
522;"BrenkFilter;NIBRFilter";82.8586;-3.4053;95.8902
618;"GlaxoFilter;LINTFilter";82.8586;-3.4186;95.8742
790;"NIBRFilter;ValenceDiscoveryFilter";82.8586;-3.4331;95.8567
772;"MolecularWeightFilter;TiceHerbicidesFilter";82.8586;-3.4343;95.8552
899;"TiceInsecticidesFilter;ZINCBasicFilter";82.8586;-3.4718;95.81
754;"MLSMRFilter;SureChEMBLFilter";82.8586;-3.4778;95.8027
715;"LINTFilter;RuleOfVeberFilter";82.8586;-3.4887;95.7896
805;"NIHFilter;ValenceDiscoveryFilter";82.8586;-3.5056;95.7692
742;"MLSMRFilter;MolecularWeightFilter";82.8586;-3.508;95.7663
889;"SureChEMBLFilter;TiceHerbicidesFilter";82.8586;-3.5128;95.7604
504;"BMSFilter;RuleOfXuFilter";82.8586;-3.5322;95.7371
830;"PAINSFilter;TiceInsecticidesFilter";82.8586;-3.5551;95.7094
706;"LINTFilter;NIBRFilter";82.8586;-3.5587;95.705
710;"LINTFilter;PfizerFilter";82.8586;-3.5612;95.7021
789;"NIBRFilter;TiceInsecticidesFilter";82.8586;-3.5974;95.6584
536;"BrenkFilter;ValenceDiscoveryFilter";82.8586;-3.6264;95.6234
499;"BMSFilter;REOSFilter";82.8586;-3.6276;95.6219
490;"BMSFilter;LINTFilter";82.8586;-3.6336;95.6146
698;"InpharmaticaFilter;TiceHerbicidesFilter";82.8586;-3.6421;95.6044
707;"LINTFilter;NIHFilter";82.8586;-3.6699;95.5709
700;"InpharmaticaFilter;ValenceDiscoveryFilter";82.8586;-3.6747;95.5651
686;"InpharmaticaFilter;NIBRFilter";82.8586;-3.7182;95.5126
666;"HaoFilter;NIBRFilter";82.8586;-3.7714;95.4484
549;"FAF4DruglikeFilter;NIBRFilter";82.8586;-3.775;95.4441
785;"NIBRFilter;RuleOfVeberFilter";82.8586;-3.7907;95.4251
550;"FAF4DruglikeFilter;NIHFilter";82.8586;-3.8318;95.3756
624;"GlaxoFilter;OpreaFilter";82.8586;-3.8499;95.3537
632;"GlaxoFilter;RuleOfXuFilter";82.8586;-3.8523;95.3508
532;"BrenkFilter;RuleOfXuFilter";82.8586;-3.8535;95.3493
725;"LipinskiFilter;NIBRFilter";82.8586;-3.8632;95.3376
778;"NIBRFilter;OpreaFilter";82.8586;-3.8752;95.3231
483;"BMSFilter;FAF4DruglikeFilter";82.8586;-3.8934;95.3012
620;"GlaxoFilter;MLSMRFilter";82.8586;-3.9066;95.2852
460;"BeyondRo5Filter;InpharmaticaFilter";82.8586;-3.9441;95.24
815;"OpreaFilter;SureChEMBLFilter";82.8586;-3.9526;95.2298
562;"FAF4DruglikeFilter;TiceInsecticidesFilter";82.8586;-3.9646;95.2152
801;"NIHFilter;RuleOfXuFilter";82.8586;-3.984;95.1919
585;"FAF4LeadlikeFilter;SureChEMBLFilter";82.8586;-4.0154;95.154
786;"NIBRFilter;RuleOfXuFilter";82.8586;-4.0613;95.0986
465;"BeyondRo5Filter;NIBRFilter";82.8586;-4.0697;95.0883
723;"LipinskiFilter;MLSMRFilter";82.8586;-4.0999;95.0519
884;"RuleOfXuFilter;TiceHerbicidesFilter";82.8586;-4.1011;95.0504
744;"MLSMRFilter;NIHFilter";82.8586;-4.135;95.0096
600;"GhoseFilter;NIHFilter";82.8586;-4.1386;95.0052
683;"InpharmaticaFilter;LipinskiFilter";82.8586;-4.17;94.9673
544;"FAF4DruglikeFilter;InpharmaticaFilter";82.8586;-4.1917;94.9411
636;"GlaxoFilter;ValenceDiscoveryFilter";82.8586;-4.2521;94.8682
601;"GhoseFilter;OpreaFilter";82.8586;-4.2521;94.8682
702;"InpharmaticaFilter;ZINCDruglikeFilter";82.8586;-4.286;94.8274
510;"BMSFilter;ZINCDruglikeFilter";82.8586;-4.2884;94.8245
718;"LINTFilter;TiceHerbicidesFilter";82.8586;-4.2956;94.8157
691;"InpharmaticaFilter;REOSFilter";82.8586;-4.3029;94.807
677;"HaoFilter;TiceHerbicidesFilter";82.8586;-4.356;94.7428
758;"MLSMRFilter;ZINCBasicFilter";82.8586;-4.379;94.7151
729;"LipinskiFilter;PfizerFilter";82.8586;-4.3947;94.6962
543;"FAF4DruglikeFilter;HaoFilter";82.8586;-4.4237;94.6612
879;"RuleOfVeberFilter;TiceInsecticidesFilter";82.8586;-4.4563;94.6218
796;"NIHFilter;REOSFilter";82.8586;-4.4792;94.5941
885;"RuleOfXuFilter;TiceInsecticidesFilter";82.8586;-4.4986;94.5708
627;"GlaxoFilter;REOSFilter";82.8586;-4.4998;94.5693
807;"NIHFilter;ZINCDruglikeFilter";82.8586;-4.501;94.5679
764;"MolecularWeightFilter;PfizerFilter";82.8586;-4.5457;94.5139
675;"HaoFilter;RuleOfXuFilter";82.8586;-4.5674;94.4877
524;"BrenkFilter;OpreaFilter";82.8586;-4.5759;94.4775
637;"GlaxoFilter;ZINCBasicFilter";82.8586;-4.6182;94.4265
479;"BeyondRo5Filter;ValenceDiscoveryFilter";82.8586;-4.623;94.4206
757;"MLSMRFilter;ValenceDiscoveryFilter";82.8586;-4.6375;94.4031
609;"GhoseFilter;SureChEMBLFilter";82.8586;-4.687;94.3434
616;"GlaxoFilter;HaoFilter";82.8586;-4.6918;94.3375
628;"GlaxoFilter;RuleOfFourFilter";82.8586;-4.7281;94.2938
492;"BMSFilter;MLSMRFilter";82.8586;-4.7305;94.2909
494;"BMSFilter;NIBRFilter";82.8586;-4.745;94.2734
894;"TiceHerbicidesFilter;TiceInsecticidesFilter";82.8586;-4.7933;94.2151
622;"GlaxoFilter;NIBRFilter";82.8586;-4.8392;94.1597
743;"MLSMRFilter;NIBRFilter";82.8586;-4.8827;94.1072
