;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
902;"FAF4DruglikeFilter;TiceInsecticidesFilter";59.4958;-10.1535;82.9342
886;"FAF4DruglikeFilter;InpharmaticaFilter";59.4958;-10.1535;82.9342
919;"FAF4LeadlikeFilter;PfizerFilter";59.4958;-10.2832;82.7161
922;"FAF4LeadlikeFilter;RuleOfXuFilter";59.4958;-10.2832;82.7161
913;"FAF4LeadlikeFilter;MLSMRFilter";59.4958;-10.2832;82.7161
917;"FAF4LeadlikeFilter;OpreaFilter";59.4958;-10.2832;82.7161
981;"GSKFilter;OpreaFilter";59.4958;-10.2832;82.7161
939;"GhoseFilter;OpreaFilter";59.4958;-10.2832;82.7161
882;"FAF4DruglikeFilter;GhoseFilter";59.4958;-10.3928;82.5319
950;"GhoseFilter;ZINCDruglikeFilter";59.4958;-10.3928;82.5319
1159;"REOSFilter;SureChEMBLFilter";59.4958;-10.4622;82.4153
906;"FAF4LeadlikeFilter;GhoseFilter";59.4958;-10.5024;82.3476
926;"FAF4LeadlikeFilter;ValenceDiscoveryFilter";59.4958;-10.5024;82.3476
920;"FAF4LeadlikeFilter;REOSFilter";59.4958;-10.5024;82.3476
1028;"InpharmaticaFilter;TiceInsecticidesFilter";59.4958;-10.527;82.3063
911;"FAF4LeadlikeFilter;LINTFilter";59.4958;-10.612;82.1634
1171;"RuleOfFourFilter;ZINCDruglikeFilter";59.4958;-10.9006;81.6784
1033;"LINTFilter;MLSMRFilter";59.4958;-11.4486;80.7572
