;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
18;"BeyondRo5Filter;REOSFilter";83.622;-3.6602;95.6229
450;"ValenceDiscoveryFilter;ZINCDruglikeFilter";83.622;-3.6844;95.594
313;"MolecularWeightFilter;REOSFilter";83.622;-3.6844;95.594
236;"InpharmaticaFilter;OpreaFilter";83.622;-3.6868;95.5911
28;"BeyondRo5Filter;ZINCBasicFilter";83.622;-3.694;95.5825
318;"MolecularWeightFilter;RuleOfXuFilter";83.622;-3.7158;95.5565
358;"OpreaFilter;REOSFilter";83.622;-3.7448;95.5218
326;"NIBRFilter;OpreaFilter";83.622;-3.8752;95.3658
435;"RuleOfXuFilter;ZINCBasicFilter";83.622;-3.9187;95.3138
366;"OpreaFilter;ValenceDiscoveryFilter";83.622;-3.9429;95.2849
288;"LipinskiFilter;ZINCBasicFilter";83.622;-3.9791;95.2415
363;"OpreaFilter;SureChEMBLFilter";83.622;-4.0057;95.2098
427;"RuleOfVeberFilter;TiceInsecticidesFilter";83.622;-4.0661;95.1375
26;"BeyondRo5Filter;TiceInsecticidesFilter";83.622;-4.0806;95.1202
321;"MolecularWeightFilter;TiceInsecticidesFilter";83.622;-4.0806;95.1202
286;"LipinskiFilter;TiceInsecticidesFilter";83.622;-4.0806;95.1202
268;"LINTFilter;ValenceDiscoveryFilter";83.622;-4.1434;95.0451
442;"TiceHerbicidesFilter;TiceInsecticidesFilter";83.622;-4.1821;94.9988
449;"ValenceDiscoveryFilter;ZINCBasicFilter";83.622;-4.1869;94.9931
443;"TiceHerbicidesFilter;ValenceDiscoveryFilter";83.622;-4.199;94.9786
429;"RuleOfVeberFilter;ZINCBasicFilter";83.622;-4.199;94.9786
247;"InpharmaticaFilter;TiceInsecticidesFilter";83.622;-4.2038;94.9728
248;"InpharmaticaFilter;ValenceDiscoveryFilter";83.622;-4.228;94.944
440;"SureChEMBLFilter;ZINCBasicFilter";83.622;-4.2376;94.9324
317;"MolecularWeightFilter;RuleOfVeberFilter";83.622;-4.2401;94.9295
176;"GlaxoFilter;RuleOfFourFilter";83.622;-4.286;94.8746
399;"REOSFilter;ZINCBasicFilter";83.622;-4.3077;94.8486
424;"RuleOfVeberFilter;RuleOfXuFilter";83.622;-4.3222;94.8313
273;"LipinskiFilter;NIBRFilter";83.622;-4.3367;94.8139
282;"LipinskiFilter;RuleOfVeberFilter";83.622;-4.3488;94.7995
244;"InpharmaticaFilter;RuleOfXuFilter";83.622;-4.3802;94.7619
111;"FAF4DruglikeFilter;ValenceDiscoveryFilter";83.622;-4.3971;94.7417
198;"GSKFilter;REOSFilter";83.622;-4.4068;94.7302
434;"RuleOfXuFilter;ValenceDiscoveryFilter";83.622;-4.4333;94.6984
379;"PAINSFilter;ValenceDiscoveryFilter";83.622;-4.4454;94.6839
48;"BMSFilter;RuleOfFourFilter";83.622;-4.53;94.5828
345;"NIHFilter;RuleOfFourFilter";83.622;-4.53;94.5828
431;"RuleOfXuFilter;SureChEMBLFilter";83.622;-4.5372;94.5741
338;"NIBRFilter;ValenceDiscoveryFilter";83.622;-4.5396;94.5712
447;"TiceInsecticidesFilter;ZINCBasicFilter";83.622;-4.5396;94.5712
397;"REOSFilter;TiceInsecticidesFilter";83.622;-4.5517;94.5568
337;"NIBRFilter;TiceInsecticidesFilter";83.622;-4.5904;94.5106
170;"GlaxoFilter;NIBRFilter";83.622;-4.6145;94.4817
25;"BeyondRo5Filter;TiceHerbicidesFilter";83.622;-4.6532;94.4355
283;"LipinskiFilter;RuleOfXuFilter";83.622;-4.6725;94.4123
22;"BeyondRo5Filter;RuleOfVeberFilter";83.622;-4.6894;94.3921
255;"LINTFilter;NIHFilter";83.622;-4.7232;94.3517
38;"BMSFilter;LINTFilter";83.622;-4.7232;94.3517
166;"GlaxoFilter;LINTFilter";83.622;-4.7619;94.3054
232;"InpharmaticaFilter;MLSMRFilter";83.622;-4.7788;94.2852
370;"PAINSFilter;REOSFilter";83.622;-4.7909;94.2708
42;"BMSFilter;NIBRFilter";83.622;-4.861;94.187
325;"NIBRFilter;NIHFilter";83.622;-4.861;94.187
102;"FAF4DruglikeFilter;REOSFilter";83.622;-4.9044;94.135
374;"PAINSFilter;RuleOfVeberFilter";83.622;-4.96;94.0685
152;"GhoseFilter;REOSFilter";83.622;-4.9866;94.0368
320;"MolecularWeightFilter;TiceHerbicidesFilter";83.622;-4.9963;94.0252
285;"LipinskiFilter;TiceHerbicidesFilter";83.622;-5.0059;94.0136
400;"REOSFilter;ZINCDruglikeFilter";83.622;-5.0591;93.9501
426;"RuleOfVeberFilter;TiceHerbicidesFilter";83.622;-5.1122;93.8865
398;"REOSFilter;ValenceDiscoveryFilter";83.622;-5.1146;93.8836
444;"TiceHerbicidesFilter;ZINCBasicFilter";83.622;-5.1436;93.849
375;"PAINSFilter;RuleOfXuFilter";83.622;-5.1968;93.7854
378;"PAINSFilter;TiceInsecticidesFilter";83.622;-5.204;93.7767
149;"GhoseFilter;OpreaFilter";83.622;-5.2741;93.6929
437;"SureChEMBLFilter;TiceHerbicidesFilter";83.622;-5.2789;93.6872
23;"BeyondRo5Filter;RuleOfXuFilter";83.622;-5.2838;93.6814
395;"REOSFilter;SureChEMBLFilter";83.622;-5.3828;93.5629
251;"LINTFilter;LipinskiFilter";83.622;-5.5012;93.4214
336;"NIBRFilter;TiceHerbicidesFilter";83.622;-5.5012;93.4214
195;"GSKFilter;OpreaFilter";83.622;-5.5423;93.3722
260;"LINTFilter;RuleOfFourFilter";83.622;-5.5592;93.352
284;"LipinskiFilter;SureChEMBLFilter";83.622;-5.6413;93.2538
5;"BeyondRo5Filter;GlaxoFilter";83.622;-5.7162;93.1642
364;"OpreaFilter;TiceHerbicidesFilter";83.622;-5.7863;93.0804
2;"BeyondRo5Filter;FAF4DruglikeFilter";83.622;-5.7911;93.0747
188;"GSKFilter;InpharmaticaFilter";83.622;-5.8129;93.0487
94;"FAF4DruglikeFilter;LipinskiFilter";83.622;-5.837;93.0198
334;"NIBRFilter;RuleOfXuFilter";83.622;-5.8418;93.014
438;"SureChEMBLFilter;TiceInsecticidesFilter";83.622;-5.8612;92.9909
333;"NIBRFilter;RuleOfVeberFilter";83.622;-5.9071;92.936
269;"LINTFilter;ZINCBasicFilter";83.622;-6.0327;92.7857
330;"NIBRFilter;RuleOfFourFilter";83.622;-6.0496;92.7655
204;"GSKFilter;TiceHerbicidesFilter";83.622;-6.1149;92.6875
365;"OpreaFilter;TiceInsecticidesFilter";83.622;-6.1366;92.6615
96;"FAF4DruglikeFilter;MolecularWeightFilter";83.622;-6.1873;92.6008
169;"GlaxoFilter;MolecularWeightFilter";83.622;-6.2091;92.5748
368;"OpreaFilter;ZINCDruglikeFilter";83.622;-6.2502;92.5257
425;"RuleOfVeberFilter;SureChEMBLFilter";83.622;-6.2719;92.4997
85;"BrenkFilter;ZINCBasicFilter";83.622;-6.3782;92.3726
394;"REOSFilter;RuleOfXuFilter";83.622;-6.3854;92.3639
171;"GlaxoFilter;NIHFilter";83.622;-6.3903;92.3581
34;"BMSFilter;GlaxoFilter";83.622;-6.3903;92.3581
446;"TiceInsecticidesFilter;ValenceDiscoveryFilter";83.622;-6.4652;92.2686
142;"GhoseFilter;InpharmaticaFilter";83.622;-6.4724;92.2599
158;"GhoseFilter;TiceHerbicidesFilter";83.622;-6.5183;92.205
