;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
300;"MLSMRFilter;RuleOfTwoFilter";91.032;-32.8588;63.9041
416;"RuleOfThreeFilter;ValenceDiscoveryFilter";91.032;-33.0961;63.6435
110;"FAF4DruglikeFilter;TiceInsecticidesFilter";91.032;-33.1435;63.5913
415;"RuleOfThreeFilter;TiceInsecticidesFilter";91.032;-33.9027;62.7574
78;"BrenkFilter;RuleOfTwoFilter";91.032;-33.9976;62.6531
76;"BrenkFilter;RuleOfFourFilter";91.032;-34.0925;62.5489
136;"FAF4LeadlikeFilter;ValenceDiscoveryFilter";91.032;-34.1163;62.5228
95;"FAF4DruglikeFilter;MLSMRFilter";91.032;-34.2349;62.3925
299;"MLSMRFilter;RuleOfThreeFilter";91.032;-34.2586;62.3664
450;"TiceInsecticidesFilter;ZINCDruglikeFilter";91.032;-34.567;62.0276
162;"GhoseFilter;ZINCDruglikeFilter";91.032;-34.6145;61.9755
242;"InpharmaticaFilter;RuleOfThreeFilter";91.032;-34.7331;61.8452
230;"HaoFilter;ZINCDruglikeFilter";91.032;-35.1127;61.4282
91;"FAF4DruglikeFilter;HaoFilter";91.032;-35.4923;61.0112
126;"FAF4LeadlikeFilter;PAINSFilter";91.032;-35.5635;60.933
3;"BeyondRo5Filter;FAF4LeadlikeFilter";91.032;-35.8719;60.5942
131;"FAF4LeadlikeFilter;RuleOfVeberFilter";91.032;-35.8719;60.5942
116;"FAF4LeadlikeFilter;GSKFilter";91.032;-35.8719;60.5942
120;"FAF4LeadlikeFilter;LipinskiFilter";91.032;-35.8719;60.5942
122;"FAF4LeadlikeFilter;MolecularWeightFilter";91.032;-35.8719;60.5942
138;"FAF4LeadlikeFilter;ZINCDruglikeFilter";91.032;-35.8719;60.5942
87;"FAF4DruglikeFilter;FAF4LeadlikeFilter";91.032;-35.8719;60.5942
92;"FAF4DruglikeFilter;InpharmaticaFilter";91.032;-35.9193;60.5421
88;"FAF4DruglikeFilter;GhoseFilter";91.032;-36.0142;60.4378
414;"RuleOfThreeFilter;TiceHerbicidesFilter";91.032;-36.1566;60.2815
153;"GhoseFilter;RuleOfThreeFilter";91.032;-36.2278;60.2033
208;"GSKFilter;ZINCDruglikeFilter";91.032;-36.465;59.9427
331;"NIBRFilter;RuleOfFourFilter";91.032;-36.8921;59.4735
332;"NIBRFilter;RuleOfThreeFilter";91.032;-36.8921;59.4735
423;"RuleOfTwoFilter;TiceInsecticidesFilter";91.032;-37.0107;59.3432
114;"FAF4LeadlikeFilter;GhoseFilter";91.032;-37.0819;59.2651
389;"PfizerFilter;TiceInsecticidesFilter";91.032;-37.1767;59.1608
412;"RuleOfThreeFilter;RuleOfXuFilter";91.032;-37.4614;58.8481
333;"NIBRFilter;RuleOfTwoFilter";91.032;-37.6987;58.5874
132;"FAF4LeadlikeFilter;RuleOfXuFilter";91.032;-38.1257;58.1183
117;"FAF4LeadlikeFilter;HaoFilter";91.032;-38.2444;57.988
425;"RuleOfTwoFilter;ZINCDruglikeFilter";91.032;-38.2681;57.9619
115;"FAF4LeadlikeFilter;GlaxoFilter";91.032;-38.3155;57.9098
177;"GlaxoFilter;RuleOfThreeFilter";91.032;-38.5765;57.6231
243;"InpharmaticaFilter;RuleOfTwoFilter";91.032;-38.9798;57.1801
119;"FAF4LeadlikeFilter;LINTFilter";91.032;-39.1459;56.9977
298;"MLSMRFilter;RuleOfFourFilter";91.032;-39.2408;56.8934
128;"FAF4LeadlikeFilter;REOSFilter";91.032;-39.739;56.3461
105;"FAF4DruglikeFilter;RuleOfTwoFilter";91.032;-39.7865;56.294
411;"RuleOfThreeFilter;RuleOfVeberFilter";91.032;-39.8814;56.1897
281;"LipinskiFilter;RuleOfThreeFilter";91.032;-39.8814;56.1897
137;"FAF4LeadlikeFilter;ZINCBasicFilter";91.032;-39.8814;56.1897
199;"GSKFilter;RuleOfThreeFilter";91.032;-39.8814;56.1897
316;"MolecularWeightFilter;RuleOfThreeFilter";91.032;-39.8814;56.1897
417;"RuleOfThreeFilter;ZINCBasicFilter";91.032;-40.0;56.0594
361;"OpreaFilter;RuleOfThreeFilter";91.032;-40.0237;56.0334
374;"PAINSFilter;RuleOfThreeFilter";91.032;-40.1186;55.9291
394;"REOSFilter;RuleOfThreeFilter";91.032;-40.4982;55.5121
20;"BeyondRo5Filter;RuleOfThreeFilter";91.032;-40.6643;55.3297
221;"HaoFilter;RuleOfThreeFilter";91.032;-40.688;55.3036
123;"FAF4LeadlikeFilter;NIBRFilter";91.032;-40.8304;55.1473
218;"HaoFilter;PfizerFilter";91.032;-40.9727;54.9909
109;"FAF4DruglikeFilter;TiceHerbicidesFilter";91.032;-41.9929;53.8702
410;"RuleOfThreeFilter;RuleOfTwoFilter";91.032;-42.1352;53.7138
60;"BrenkFilter;FAF4LeadlikeFilter";91.032;-42.3013;53.5314
125;"FAF4LeadlikeFilter;OpreaFilter";91.032;-42.325;53.5053
447;"TiceHerbicidesFilter;ZINCDruglikeFilter";91.032;-43.0605;52.6974
424;"RuleOfTwoFilter;ZINCBasicFilter";91.032;-43.0842;52.6714
222;"HaoFilter;RuleOfTwoFilter";91.032;-43.1079;52.6453
375;"PAINSFilter;RuleOfTwoFilter";91.032;-43.1079;52.6453
282;"LipinskiFilter;RuleOfTwoFilter";91.032;-43.1079;52.6453
317;"MolecularWeightFilter;RuleOfTwoFilter";91.032;-43.1079;52.6453
200;"GSKFilter;RuleOfTwoFilter";91.032;-43.1079;52.6453
419;"RuleOfTwoFilter;RuleOfVeberFilter";91.032;-43.1079;52.6453
135;"FAF4LeadlikeFilter;TiceInsecticidesFilter";91.032;-43.1791;52.5671
133;"FAF4LeadlikeFilter;SureChEMBLFilter";91.032;-43.274;52.4629
118;"FAF4LeadlikeFilter;InpharmaticaFilter";91.032;-43.6299;52.0719
178;"GlaxoFilter;RuleOfTwoFilter";91.032;-43.9146;51.7592
104;"FAF4DruglikeFilter;RuleOfThreeFilter";91.032;-43.962;51.7071
21;"BeyondRo5Filter;RuleOfTwoFilter";91.032;-44.1281;51.5246
418;"RuleOfThreeFilter;ZINCDruglikeFilter";91.032;-44.223;51.4204
121;"FAF4LeadlikeFilter;MLSMRFilter";91.032;-44.2467;51.3943
130;"FAF4LeadlikeFilter;RuleOfTwoFilter";91.032;-44.8873;50.6906
124;"FAF4LeadlikeFilter;NIHFilter";91.032;-45.172;50.3779
32;"BMSFilter;FAF4LeadlikeFilter";91.032;-45.172;50.3779
134;"FAF4LeadlikeFilter;TiceHerbicidesFilter";91.032;-45.2906;50.2476
358;"OpreaFilter;PfizerFilter";91.032;-47.7106;47.5893
129;"FAF4LeadlikeFilter;RuleOfThreeFilter";91.032;-52.8351;41.9599
